Coord.Este[m],Coord.Sur[m],Profundidad[m]
2898.32,5830.03,11.00
2898.32,5860.87,10.68
2898.32,5891.72,10.39
2898.32,5922.57,10.11
2898.32,5953.41,9.84
2898.32,5984.26,9.57
2898.32,6015.11,9.26
2898.32,6045.95,8.92
2898.32,6076.80,8.57
2898.32,6107.65,8.18
2898.32,6138.49,7.80
2898.32,6169.34,7.43
2898.32,6200.19,7.10
2898.32,6231.03,6.81
2898.32,6261.88,6.56
2898.32,6292.73,6.37
2898.32,6323.57,6.21
2898.32,6354.42,6.08
2898.32,6385.27,5.97
2898.32,6416.11,5.85
2898.32,6446.96,5.71
2898.32,6477.81,5.56
2898.32,6508.65,5.40
2898.32,6539.50,5.23
2898.32,6570.35,5.06
2898.32,6601.19,4.93
2898.32,6632.04,4.81
2898.32,6662.89,4.68
2898.32,6693.73,4.54
2898.32,6724.58,4.41
2898.32,6755.43,4.29
2898.32,6786.27,4.18
2898.32,6817.12,4.05
2898.32,6847.97,3.89
2898.32,6878.81,3.70
2898.32,6909.66,3.48
2898.32,6940.51,3.22
2898.32,6971.35,2.95
2898.32,7002.20,2.66
2898.32,7033.05,2.36
2898.32,7063.89,2.06
2898.32,7094.74,1.76
2898.32,7125.59,1.45
2898.32,7156.43,1.14
2898.32,7187.28,0.84
2898.32,7218.13,0.58
2898.32,7248.97,0.40
2898.32,7279.82,0.27
2898.32,7310.67,0.18
2898.32,7341.51,0.12
2898.32,7372.36,0.08
2898.32,7403.21,0.06
2898.32,7434.05,0.04
2898.32,7464.90,0.02
2898.32,7495.75,0.01
2898.32,7526.59,0.00
2898.32,7557.44,0.00
2898.32,7588.29,0.01
2898.32,7619.13,0.00
2898.32,7649.98,0.00
2898.32,7680.83,0.00
2898.32,7711.68,0.00
2898.32,7742.52,0.00
2898.32,7773.37,0.00
2898.32,7804.22,0.00
2898.32,7835.06,0.00
2898.32,7865.91,0.00
2898.32,7896.76,0.00
2898.32,7927.60,0.00
2898.32,7958.45,0.00
2898.32,7989.30,0.00
2898.32,8020.14,0.00
2898.32,8050.99,0.00
2898.32,8081.84,0.00
2898.32,8112.68,0.00
2898.32,8143.53,0.00
2898.32,8174.38,0.00
2898.32,8205.22,0.00
2924.43,0.00,32.86
2924.43,30.85,34.66
2924.43,61.69,36.31
2924.43,92.54,37.60
2924.43,123.39,38.40
2924.43,154.23,38.71
2924.43,185.08,38.83
2924.43,215.93,38.72
2924.43,246.77,38.45
2924.43,277.62,38.18
2924.43,308.47,37.69
2924.43,339.31,36.93
2924.43,370.16,35.63
2924.43,401.01,33.84
2924.43,431.85,32.27
2924.43,462.70,30.76
2924.43,493.55,29.55
2924.43,524.39,28.02
2924.43,555.24,25.36
2924.43,586.09,23.24
2924.43,616.93,22.49
2924.43,647.78,22.53
2924.43,678.63,22.90
2924.43,709.47,23.66
2924.43,740.32,24.51
2924.43,771.17,25.38
2924.43,802.01,25.99
2924.43,832.86,26.33
2924.43,863.71,26.56
2924.43,894.55,26.77
2924.43,925.40,26.99
2924.43,956.25,27.08
2924.43,987.09,27.32
2924.43,1017.94,28.03
2924.43,1048.79,29.32
2924.43,1079.63,32.00
2924.43,1110.48,35.15
2924.43,1141.33,36.83
2924.43,1172.17,38.99
2924.43,1203.02,42.27
2924.43,1233.87,46.55
2924.43,1264.71,51.88
2924.43,1295.56,58.70
2924.43,1326.41,64.75
2924.43,1357.25,69.28
2924.43,1388.10,73.15
2924.43,1418.95,75.75
2924.43,1449.79,76.59
2924.43,1480.64,76.00
2924.43,1511.49,74.95
2924.43,1542.34,74.26
2924.43,1573.18,74.04
2924.43,1604.03,74.03
2924.43,1634.88,73.96
2924.43,1665.72,73.04
2924.43,1696.57,72.01
2924.43,1727.42,70.91
2924.43,1758.26,68.88
2924.43,1789.11,66.40
2924.43,1819.96,62.77
2924.43,1850.80,61.82
2924.43,1881.65,63.68
2924.43,1912.50,67.34
2924.43,1943.34,76.07
2924.43,1974.19,86.75
2924.43,2005.04,98.36
2924.43,2035.88,110.54
2924.43,2066.73,122.19
2924.43,2097.58,132.87
2924.43,2128.42,141.89
2924.43,2159.27,148.54
2924.43,2190.12,155.02
2924.43,2220.96,159.01
2924.43,2251.81,160.34
2924.43,2282.66,161.24
2924.43,2313.50,161.91
2924.43,2344.35,161.98
2924.43,2375.20,160.57
2924.43,2406.04,158.13
2924.43,2436.89,154.32
2924.43,2467.74,153.13
2924.43,2498.58,153.52
2924.43,2529.43,155.36
2924.43,2560.28,154.05
2924.43,2591.12,150.98
2924.43,2621.97,148.52
2924.43,2652.82,142.28
2924.43,2683.66,133.97
2924.43,2714.51,125.71
2924.43,2745.36,113.87
2924.43,2776.20,105.80
2924.43,2807.05,102.37
2924.43,2837.90,99.16
2924.43,2868.74,99.53
2924.43,2899.59,100.23
2924.43,2930.44,94.88
2924.43,2961.28,92.09
2924.43,2992.13,88.47
2924.43,3022.98,85.14
2924.43,3053.82,80.15
2924.43,3084.67,73.36
2924.43,3115.52,67.03
2924.43,3146.36,62.11
2924.43,3177.21,56.21
2924.43,3208.06,48.15
2924.43,3238.90,43.25
2924.43,3269.75,39.24
2924.43,3300.60,37.00
2924.43,3331.44,34.77
2924.43,3362.29,33.06
2924.43,3393.14,30.30
2924.43,3423.98,27.34
2924.43,3454.83,25.67
2924.43,3485.68,25.11
2924.43,3516.52,24.95
2924.43,3547.37,24.85
2924.43,3578.22,25.20
2924.43,3609.06,26.30
2924.43,3639.91,27.82
2924.43,3670.76,30.41
2924.43,3701.60,34.51
2924.43,3732.45,42.80
2924.43,3763.30,54.06
2924.43,3794.14,67.97
2924.43,3824.99,83.24
2924.43,3855.84,94.13
2924.43,3886.68,101.59
2924.43,3917.53,101.56
2924.43,3948.38,97.61
2924.43,3979.22,90.25
2924.43,4010.07,77.52
2924.43,4040.92,62.16
2924.43,4071.76,50.98
2924.43,4102.61,42.70
2924.43,4133.46,36.41
2924.43,4164.30,32.19
2924.43,4195.15,29.94
2924.43,4226.00,28.26
2924.43,4256.84,26.88
2924.43,4287.69,25.88
2924.43,4318.54,25.23
2924.43,4349.38,24.72
2924.43,4380.23,24.30
2924.43,4411.08,23.86
2924.43,4441.92,23.54
2924.43,4472.77,23.13
2924.43,4503.62,22.64
2924.43,4534.46,22.08
2924.43,4565.31,21.61
2924.43,4596.16,21.25
2924.43,4627.01,20.76
2924.43,4657.85,20.18
2924.43,4688.70,19.81
2924.43,4719.55,19.54
2924.43,4750.39,19.27
2924.43,4781.24,18.99
2924.43,4812.09,18.62
2924.43,4842.93,18.20
2924.43,4873.78,17.77
2924.43,4904.63,17.23
2924.43,4935.47,16.75
2924.43,4966.32,16.26
2924.43,4997.17,15.83
2924.43,5028.01,15.49
2924.43,5058.86,15.15
2924.43,5089.71,14.88
2924.43,5120.55,14.55
2924.43,5151.40,14.21
2924.43,5182.25,14.06
2924.43,5213.09,14.05
2924.43,5243.94,13.79
2924.43,5274.79,13.72
2924.43,5305.63,13.64
2924.43,5336.48,13.49
2924.43,5367.33,13.43
2924.43,5398.17,13.39
2924.43,5429.02,13.36
2924.43,5459.87,13.31
2924.43,5490.71,13.18
2924.43,5521.56,13.00
2924.43,5552.41,12.81
2924.43,5583.25,12.58
2924.43,5614.10,12.38
2924.43,5644.95,12.18
2924.43,5675.79,11.97
2924.43,5706.64,11.73
2924.43,5737.49,11.44
2924.43,5768.33,11.12
2924.43,5799.18,10.79
2924.43,5830.03,10.46
2924.43,5860.87,10.16
2924.43,5891.72,9.88
2924.43,5922.57,9.60
2924.43,5953.41,9.32
2924.43,5984.26,9.03
2924.43,6015.11,8.71
2924.43,6045.95,8.35
2924.43,6076.80,7.98
2924.43,6107.65,7.57
2924.43,6138.49,7.21
2924.43,6169.34,6.85
2924.43,6200.19,6.54
2924.43,6231.03,6.28
2924.43,6261.88,6.05
2924.43,6292.73,5.88
2924.43,6323.57,5.74
2924.43,6354.42,5.61
2924.43,6385.27,5.51
2924.43,6416.11,5.40
2924.43,6446.96,5.27
2924.43,6477.81,5.13
2924.43,6508.65,4.98
2924.43,6539.50,4.82
2924.43,6570.35,4.65
2924.43,6601.19,4.52
2924.43,6632.04,4.40
2924.43,6662.89,4.29
2924.43,6693.73,4.15
2924.43,6724.58,4.02
2924.43,6755.43,3.90
2924.43,6786.27,3.79
2924.43,6817.12,3.67
2924.43,6847.97,3.53
2924.43,6878.81,3.35
2924.43,6909.66,3.15
2924.43,6940.51,2.92
2924.43,6971.35,2.65
2924.43,7002.20,2.37
2924.43,7033.05,2.08
2924.43,7063.89,1.79
2924.43,7094.74,1.49
2924.43,7125.59,1.18
2924.43,7156.43,0.88
2924.43,7187.28,0.62
2924.43,7218.13,0.39
2924.43,7248.97,0.24
2924.43,7279.82,0.14
2924.43,7310.67,0.08
2924.43,7341.51,0.04
2924.43,7372.36,0.02
2924.43,7403.21,0.02
2924.43,7434.05,0.01
2924.43,7464.90,0.00
2924.43,7495.75,0.00
2924.43,7526.59,0.00
2924.43,7557.44,0.00
2924.43,7588.29,0.00
2924.43,7619.13,0.00
2924.43,7649.98,0.00
2924.43,7680.83,0.00
2924.43,7711.68,0.00
2924.43,7742.52,0.00
2924.43,7773.37,0.00
2924.43,7804.22,0.00
2924.43,7835.06,0.00
2924.43,7865.91,0.00
2924.43,7896.76,0.00
2924.43,7927.60,0.00
2924.43,7958.45,0.00
2924.43,7989.30,0.00
2924.43,8020.14,0.00
2924.43,8050.99,0.00
2924.43,8081.84,0.00
2924.43,8112.68,0.00
2924.43,8143.53,0.00
2924.43,8174.38,0.00
2924.43,8205.22,0.00
2950.54,0.00,31.15
2950.54,30.85,32.99
2950.54,61.69,34.73
2950.54,92.54,36.25
2950.54,123.39,37.25
2950.54,154.23,37.78
2950.54,185.08,38.10
2950.54,215.93,38.13
2950.54,246.77,37.77
2950.54,277.62,37.41
2950.54,308.47,36.85
2950.54,339.31,35.75
2950.54,370.16,34.31
2950.54,401.01,32.35
2950.54,431.85,30.73
2950.54,462.70,29.18
2950.54,493.55,27.96
2950.54,524.39,26.65
2950.54,555.24,24.02
2950.54,586.09,22.07
2950.54,616.93,21.40
2950.54,647.78,21.63
2950.54,678.63,22.23
2950.54,709.47,23.10
2950.54,740.32,24.04
2950.54,771.17,24.82
2950.54,802.01,25.26
2950.54,832.86,25.49
2950.54,863.71,25.72
2950.54,894.55,26.04
2950.54,925.40,26.41
2950.54,956.25,26.49
2950.54,987.09,26.61
2950.54,1017.94,27.09
2950.54,1048.79,27.84
2950.54,1079.63,29.71
2950.54,1110.48,32.25
2950.54,1141.33,33.60
2950.54,1172.17,35.27
2950.54,1203.02,37.79
2950.54,1233.87,41.31
2950.54,1264.71,46.33
2950.54,1295.56,53.18
2950.54,1326.41,59.25
2950.54,1357.25,63.61
2950.54,1388.10,66.99
2950.54,1418.95,69.36
2950.54,1449.79,70.22
2950.54,1480.64,69.58
2950.54,1511.49,68.41
2950.54,1542.34,67.73
2950.54,1573.18,67.43
2950.54,1604.03,67.44
2950.54,1634.88,67.26
2950.54,1665.72,66.32
2950.54,1696.57,65.14
2950.54,1727.42,63.72
2950.54,1758.26,61.45
2950.54,1789.11,58.67
2950.54,1819.96,54.52
2950.54,1850.80,54.07
2950.54,1881.65,57.29
2950.54,1912.50,62.40
2950.54,1943.34,71.58
2950.54,1974.19,81.99
2950.54,2005.04,92.74
2950.54,2035.88,103.35
2950.54,2066.73,114.94
2950.54,2097.58,124.05
2950.54,2128.42,131.74
2950.54,2159.27,136.88
2950.54,2190.12,142.02
2950.54,2220.96,146.11
2950.54,2251.81,148.49
2950.54,2282.66,149.84
2950.54,2313.50,150.89
2950.54,2344.35,148.30
2950.54,2375.20,144.75
2950.54,2406.04,140.30
2950.54,2436.89,134.48
2950.54,2467.74,131.19
2950.54,2498.58,130.32
2950.54,2529.43,130.18
2950.54,2560.28,127.35
2950.54,2591.12,121.99
2950.54,2621.97,117.66
2950.54,2652.82,111.90
2950.54,2683.66,105.57
2950.54,2714.51,101.04
2950.54,2745.36,92.65
2950.54,2776.20,87.30
2950.54,2807.05,87.21
2950.54,2837.90,87.20
2950.54,2868.74,87.44
2950.54,2899.59,88.45
2950.54,2930.44,84.97
2950.54,2961.28,82.90
2950.54,2992.13,79.97
2950.54,3022.98,76.76
2950.54,3053.82,72.15
2950.54,3084.67,66.19
2950.54,3115.52,60.58
2950.54,3146.36,56.47
2950.54,3177.21,50.82
2950.54,3208.06,42.89
2950.54,3238.90,38.19
2950.54,3269.75,34.10
2950.54,3300.60,31.95
2950.54,3331.44,30.47
2950.54,3362.29,29.09
2950.54,3393.14,26.86
2950.54,3423.98,25.02
2950.54,3454.83,23.91
2950.54,3485.68,23.53
2950.54,3516.52,23.50
2950.54,3547.37,23.50
2950.54,3578.22,23.98
2950.54,3609.06,25.28
2950.54,3639.91,26.86
2950.54,3670.76,29.73
2950.54,3701.60,33.99
2950.54,3732.45,42.42
2950.54,3763.30,53.44
2950.54,3794.14,68.81
2950.54,3824.99,84.07
2950.54,3855.84,94.98
2950.54,3886.68,99.67
2950.54,3917.53,98.84
2950.54,3948.38,94.82
2950.54,3979.22,88.07
2950.54,4010.07,76.38
2950.54,4040.92,62.05
2950.54,4071.76,51.42
2950.54,4102.61,43.22
2950.54,4133.46,36.58
2950.54,4164.30,32.07
2950.54,4195.15,29.44
2950.54,4226.00,27.54
2950.54,4256.84,26.17
2950.54,4287.69,25.23
2950.54,4318.54,24.56
2950.54,4349.38,24.02
2950.54,4380.23,23.40
2950.54,4411.08,22.91
2950.54,4441.92,22.64
2950.54,4472.77,22.26
2950.54,4503.62,21.76
2950.54,4534.46,21.29
2950.54,4565.31,20.89
2950.54,4596.16,20.58
2950.54,4627.01,20.18
2950.54,4657.85,19.68
2950.54,4688.70,19.34
2950.54,4719.55,19.03
2950.54,4750.39,18.70
2950.54,4781.24,18.39
2950.54,4812.09,17.99
2950.54,4842.93,17.57
2950.54,4873.78,17.15
2950.54,4904.63,16.68
2950.54,4935.47,16.26
2950.54,4966.32,15.82
2950.54,4997.17,15.42
2950.54,5028.01,15.10
2950.54,5058.86,14.77
2950.54,5089.71,14.43
2950.54,5120.55,14.11
2950.54,5151.40,13.85
2950.54,5182.25,13.63
2950.54,5213.09,13.63
2950.54,5243.94,13.42
2950.54,5274.79,13.35
2950.54,5305.63,13.31
2950.54,5336.48,13.15
2950.54,5367.33,13.10
2950.54,5398.17,13.07
2950.54,5429.02,13.02
2950.54,5459.87,12.95
2950.54,5490.71,12.75
2950.54,5521.56,12.51
2950.54,5552.41,12.26
2950.54,5583.25,11.97
2950.54,5614.10,11.73
2950.54,5644.95,11.51
2950.54,5675.79,11.29
2950.54,5706.64,11.06
2950.54,5737.49,10.80
2950.54,5768.33,10.51
2950.54,5799.18,10.21
2950.54,5830.03,9.91
2950.54,5860.87,9.61
2950.54,5891.72,9.34
2950.54,5922.57,9.08
2950.54,5953.41,8.80
2950.54,5984.26,8.50
2950.54,6015.11,8.16
2950.54,6045.95,7.80
2950.54,6076.80,7.42
2950.54,6107.65,7.03
2950.54,6138.49,6.67
2950.54,6169.34,6.34
2950.54,6200.19,6.04
2950.54,6231.03,5.81
2950.54,6261.88,5.61
2950.54,6292.73,5.43
2950.54,6323.57,5.28
2950.54,6354.42,5.16
2950.54,6385.27,5.05
2950.54,6416.11,4.94
2950.54,6446.96,4.83
2950.54,6477.81,4.70
2950.54,6508.65,4.55
2950.54,6539.50,4.40
2950.54,6570.35,4.24
2950.54,6601.19,4.10
2950.54,6632.04,3.99
2950.54,6662.89,3.88
2950.54,6693.73,3.76
2950.54,6724.58,3.63
2950.54,6755.43,3.51
2950.54,6786.27,3.40
2950.54,6817.12,3.28
2950.54,6847.97,3.15
2950.54,6878.81,2.99
2950.54,6909.66,2.80
2950.54,6940.51,2.59
2950.54,6971.35,2.34
2950.54,7002.20,2.07
2950.54,7033.05,1.79
2950.54,7063.89,1.50
2950.54,7094.74,1.21
2950.54,7125.59,0.91
2950.54,7156.43,0.65
2950.54,7187.28,0.43
2950.54,7218.13,0.25
2950.54,7248.97,0.13
2950.54,7279.82,0.06
2950.54,7310.67,0.02
2950.54,7341.51,0.01
2950.54,7372.36,0.00
2950.54,7403.21,0.00
2950.54,7434.05,0.00
2950.54,7464.90,0.00
2950.54,7495.75,0.00
2950.54,7526.59,0.00
2950.54,7557.44,0.00
2950.54,7588.29,0.00
2950.54,7619.13,0.00
2950.54,7649.98,0.00
2950.54,7680.83,0.00
2950.54,7711.68,0.00
2950.54,7742.52,0.00
2950.54,7773.37,0.00
2950.54,7804.22,0.00
2950.54,7835.06,0.00
2950.54,7865.91,0.00
2950.54,7896.76,0.00
2950.54,7927.60,0.00
2950.54,7958.45,0.00
2950.54,7989.30,0.00
2950.54,8020.14,0.00
2950.54,8050.99,0.00
2950.54,8081.84,0.00
2950.54,8112.68,0.00
2950.54,8143.53,0.00
2950.54,8174.38,0.00
2950.54,8205.22,0.00
2976.65,0.00,29.44
2976.65,30.85,31.27
2976.65,61.69,33.06
2976.65,92.54,34.68
2976.65,123.39,35.90
2976.65,154.23,36.65
2976.65,185.08,37.13
2976.65,215.93,37.28
2976.65,246.77,36.82
2976.65,277.62,36.12
2976.65,308.47,35.02
2976.65,339.31,33.43
2976.65,370.16,31.43
2976.65,401.01,29.39
2976.65,431.85,27.87
2976.65,462.70,26.34
2976.65,493.55,25.41
2976.65,524.39,24.57
2976.65,555.24,22.55
2976.65,586.09,21.21
2976.65,616.93,20.83
2976.65,647.78,21.07
2976.65,678.63,21.74
2976.65,709.47,22.51
2976.65,740.32,23.32
2976.65,771.17,23.96
2976.65,802.01,24.25
2976.65,832.86,24.44
2976.65,863.71,24.66
2976.65,894.55,25.05
2976.65,925.40,25.65
2976.65,956.25,25.81
2976.65,987.09,25.97
2976.65,1017.94,26.28
2976.65,1048.79,26.73
2976.65,1079.63,27.78
2976.65,1110.48,29.72
2976.65,1141.33,30.81
2976.65,1172.17,32.09
2976.65,1203.02,34.29
2976.65,1233.87,37.27
2976.65,1264.71,41.95
2976.65,1295.56,48.62
2976.65,1326.41,54.26
2976.65,1357.25,58.02
2976.65,1388.10,60.93
2976.65,1418.95,62.99
2976.65,1449.79,63.72
2976.65,1480.64,63.14
2976.65,1511.49,62.09
2976.65,1542.34,61.43
2976.65,1573.18,61.09
2976.65,1604.03,60.96
2976.65,1634.88,60.52
2976.65,1665.72,59.45
2976.65,1696.57,58.18
2976.65,1727.42,56.14
2976.65,1758.26,53.37
2976.65,1789.11,49.92
2976.65,1819.96,46.14
2976.65,1850.80,45.99
2976.65,1881.65,49.73
2976.65,1912.50,55.09
2976.65,1943.34,63.43
2976.65,1974.19,73.51
2976.65,2005.04,82.43
2976.65,2035.88,91.32
2976.65,2066.73,103.23
2976.65,2097.58,112.61
2976.65,2128.42,120.00
2976.65,2159.27,124.16
2976.65,2190.12,127.83
2976.65,2220.96,131.22
2976.65,2251.81,134.38
2976.65,2282.66,135.88
2976.65,2313.50,136.84
2976.65,2344.35,133.61
2976.65,2375.20,128.99
2976.65,2406.04,122.92
2976.65,2436.89,116.20
2976.65,2467.74,112.00
2976.65,2498.58,110.84
2976.65,2529.43,111.93
2976.65,2560.28,109.92
2976.65,2591.12,105.15
2976.65,2621.97,99.39
2976.65,2652.82,94.29
2976.65,2683.66,89.81
2976.65,2714.51,86.37
2976.65,2745.36,77.93
2976.65,2776.20,72.96
2976.65,2807.05,72.96
2976.65,2837.90,73.18
2976.65,2868.74,73.58
2976.65,2899.59,74.70
2976.65,2930.44,73.30
2976.65,2961.28,71.73
2976.65,2992.13,68.52
2976.65,3022.98,66.22
2976.65,3053.82,63.38
2976.65,3084.67,59.02
2976.65,3115.52,54.01
2976.65,3146.36,50.24
2976.65,3177.21,45.14
2976.65,3208.06,37.97
2976.65,3238.90,33.77
2976.65,3269.75,29.64
2976.65,3300.60,27.24
2976.65,3331.44,26.13
2976.65,3362.29,24.98
2976.65,3393.14,23.46
2976.65,3423.98,22.68
2976.65,3454.83,21.93
2976.65,3485.68,21.83
2976.65,3516.52,22.09
2976.65,3547.37,22.22
2976.65,3578.22,22.90
2976.65,3609.06,24.42
2976.65,3639.91,27.10
2976.65,3670.76,30.88
2976.65,3701.60,36.08
2976.65,3732.45,46.25
2976.65,3763.30,57.40
2976.65,3794.14,72.46
2976.65,3824.99,89.04
2976.65,3855.84,98.96
2976.65,3886.68,101.47
2976.65,3917.53,98.69
2976.65,3948.38,92.61
2976.65,3979.22,84.92
2976.65,4010.07,74.80
2976.65,4040.92,61.61
2976.65,4071.76,51.60
2976.65,4102.61,43.51
2976.65,4133.46,36.59
2976.65,4164.30,32.14
2976.65,4195.15,29.25
2976.65,4226.00,27.29
2976.65,4256.84,25.90
2976.65,4287.69,24.93
2976.65,4318.54,24.07
2976.65,4349.38,23.37
2976.65,4380.23,22.59
2976.65,4411.08,21.98
2976.65,4441.92,21.73
2976.65,4472.77,21.38
2976.65,4503.62,20.91
2976.65,4534.46,20.50
2976.65,4565.31,20.15
2976.65,4596.16,19.92
2976.65,4627.01,19.61
2976.65,4657.85,19.16
2976.65,4688.70,18.83
2976.65,4719.55,18.50
2976.65,4750.39,18.13
2976.65,4781.24,17.82
2976.65,4812.09,17.44
2976.65,4842.93,17.02
2976.65,4873.78,16.64
2976.65,4904.63,16.22
2976.65,4935.47,15.74
2976.65,4966.32,15.33
2976.65,4997.17,14.95
2976.65,5028.01,14.62
2976.65,5058.86,14.30
2976.65,5089.71,13.94
2976.65,5120.55,13.64
2976.65,5151.40,13.46
2976.65,5182.25,13.29
2976.65,5213.09,13.29
2976.65,5243.94,13.10
2976.65,5274.79,13.01
2976.65,5305.63,12.95
2976.65,5336.48,12.78
2976.65,5367.33,12.70
2976.65,5398.17,12.62
2976.65,5429.02,12.55
2976.65,5459.87,12.46
2976.65,5490.71,12.23
2976.65,5521.56,11.96
2976.65,5552.41,11.68
2976.65,5583.25,11.37
2976.65,5614.10,11.11
2976.65,5644.95,10.87
2976.65,5675.79,10.64
2976.65,5706.64,10.43
2976.65,5737.49,10.19
2976.65,5768.33,9.92
2976.65,5799.18,9.65
2976.65,5830.03,9.38
2976.65,5860.87,9.10
2976.65,5891.72,8.84
2976.65,5922.57,8.58
2976.65,5953.41,8.29
2976.65,5984.26,7.98
2976.65,6015.11,7.65
2976.65,6045.95,7.30
2976.65,6076.80,6.93
2976.65,6107.65,6.55
2976.65,6138.49,6.19
2976.65,6169.34,5.87
2976.65,6200.19,5.59
2976.65,6231.03,5.37
2976.65,6261.88,5.18
2976.65,6292.73,5.00
2976.65,6323.57,4.85
2976.65,6354.42,4.71
2976.65,6385.27,4.60
2976.65,6416.11,4.49
2976.65,6446.96,4.38
2976.65,6477.81,4.26
2976.65,6508.65,4.12
2976.65,6539.50,3.97
2976.65,6570.35,3.82
2976.65,6601.19,3.67
2976.65,6632.04,3.57
2976.65,6662.89,3.47
2976.65,6693.73,3.37
2976.65,6724.58,3.24
2976.65,6755.43,3.12
2976.65,6786.27,3.01
2976.65,6817.12,2.90
2976.65,6847.97,2.77
2976.65,6878.81,2.63
2976.65,6909.66,2.46
2976.65,6940.51,2.26
2976.65,6971.35,2.03
2976.65,7002.20,1.77
2976.65,7033.05,1.49
2976.65,7063.89,1.21
2976.65,7094.74,0.92
2976.65,7125.59,0.67
2976.65,7156.43,0.45
2976.65,7187.28,0.27
2976.65,7218.13,0.13
2976.65,7248.97,0.05
2976.65,7279.82,0.01
2976.65,7310.67,0.00
2976.65,7341.51,0.00
2976.65,7372.36,0.00
2976.65,7403.21,0.00
2976.65,7434.05,0.00
2976.65,7464.90,0.00
2976.65,7495.75,0.00
2976.65,7526.59,0.00
2976.65,7557.44,0.00
2976.65,7588.29,0.00
2976.65,7619.13,0.00
2976.65,7649.98,0.00
2976.65,7680.83,0.00
2976.65,7711.68,0.00
2976.65,7742.52,0.00
2976.65,7773.37,0.00
2976.65,7804.22,0.00
2976.65,7835.06,0.00
2976.65,7865.91,0.00
2976.65,7896.76,0.00
2976.65,7927.60,0.00
2976.65,7958.45,0.00
2976.65,7989.30,0.00
2976.65,8020.14,0.00
2976.65,8050.99,0.00
2976.65,8081.84,0.00
2976.65,8112.68,0.00
2976.65,8143.53,0.00
2976.65,8174.38,0.00
2976.65,8205.22,0.00
3002.77,0.00,27.72
3002.77,30.85,29.53
3002.77,61.69,31.27
3002.77,92.54,32.87
3002.77,123.39,34.24
3002.77,154.23,35.17
3002.77,185.08,35.77
3002.77,215.93,35.92
3002.77,246.77,35.22
3002.77,277.62,34.26
3002.77,308.47,32.82
3002.77,339.31,30.72
3002.77,370.16,28.43
3002.77,401.01,26.27
3002.77,431.85,25.04
3002.77,462.70,23.83
3002.77,493.55,23.07
3002.77,524.39,22.50
3002.77,555.24,21.08
3002.77,586.09,20.25
3002.77,616.93,20.12
3002.77,647.78,20.22
3002.77,678.63,20.80
3002.77,709.47,21.53
3002.77,740.32,22.22
3002.77,771.17,22.65
3002.77,802.01,22.80
3002.77,832.86,22.97
3002.77,863.71,23.19
3002.77,894.55,23.63
3002.77,925.40,24.44
3002.77,956.25,24.76
3002.77,987.09,25.10
3002.77,1017.94,25.39
3002.77,1048.79,25.69
3002.77,1079.63,26.18
3002.77,1110.48,27.53
3002.77,1141.33,28.35
3002.77,1172.17,29.33
3002.77,1203.02,31.37
3002.77,1233.87,34.69
3002.77,1264.71,39.56
3002.77,1295.56,45.72
3002.77,1326.41,50.70
3002.77,1357.25,53.76
3002.77,1388.10,56.23
3002.77,1418.95,57.81
3002.77,1449.79,57.75
3002.77,1480.64,56.53
3002.77,1511.49,55.25
3002.77,1542.34,54.55
3002.77,1573.18,54.17
3002.77,1604.03,53.94
3002.77,1634.88,53.39
3002.77,1665.72,52.47
3002.77,1696.57,51.09
3002.77,1727.42,47.85
3002.77,1758.26,43.95
3002.77,1789.11,40.24
3002.77,1819.96,36.60
3002.77,1850.80,36.90
3002.77,1881.65,41.07
3002.77,1912.50,47.21
3002.77,1943.34,56.36
3002.77,1974.19,67.31
3002.77,2005.04,75.84
3002.77,2035.88,83.95
3002.77,2066.73,95.57
3002.77,2097.58,104.73
3002.77,2128.42,110.90
3002.77,2159.27,114.52
3002.77,2190.12,116.18
3002.77,2220.96,118.38
3002.77,2251.81,121.59
3002.77,2282.66,123.07
3002.77,2313.50,124.25
3002.77,2344.35,120.92
3002.77,2375.20,115.72
3002.77,2406.04,108.84
3002.77,2436.89,101.75
3002.77,2467.74,97.40
3002.77,2498.58,97.02
3002.77,2529.43,97.33
3002.77,2560.28,94.94
3002.77,2591.12,90.68
3002.77,2621.97,83.58
3002.77,2652.82,77.71
3002.77,2683.66,73.06
3002.77,2714.51,68.61
3002.77,2745.36,62.28
3002.77,2776.20,58.97
3002.77,2807.05,58.88
3002.77,2837.90,58.98
3002.77,2868.74,59.67
3002.77,2899.59,61.41
3002.77,2930.44,61.92
3002.77,2961.28,61.21
3002.77,2992.13,59.05
3002.77,3022.98,57.76
3002.77,3053.82,56.58
3002.77,3084.67,53.20
3002.77,3115.52,48.91
3002.77,3146.36,45.62
3002.77,3177.21,40.87
3002.77,3208.06,34.26
3002.77,3238.90,30.32
3002.77,3269.75,26.26
3002.77,3300.60,23.89
3002.77,3331.44,22.94
3002.77,3362.29,21.94
3002.77,3393.14,21.37
3002.77,3423.98,20.87
3002.77,3454.83,20.36
3002.77,3485.68,20.36
3002.77,3516.52,20.96
3002.77,3547.37,21.30
3002.77,3578.22,22.17
3002.77,3609.06,23.97
3002.77,3639.91,27.30
3002.77,3670.76,31.58
3002.77,3701.60,38.46
3002.77,3732.45,50.40
3002.77,3763.30,63.47
3002.77,3794.14,79.14
3002.77,3824.99,95.55
3002.77,3855.84,104.18
3002.77,3886.68,104.67
3002.77,3917.53,99.97
