Coord.Este[m],Coord.Sur[m],Profundidad[m]
0.00,0.00,156.15
0.00,30.85,186.31
0.00,61.69,234.64
0.00,92.54,282.31
0.00,123.39,296.46
0.00,154.23,304.61
0.00,185.08,305.49
0.00,215.93,299.63
0.00,246.77,295.32
0.00,277.62,292.47
0.00,308.47,288.71
0.00,339.31,297.13
0.00,370.16,310.98
0.00,401.01,321.58
0.00,431.85,331.34
0.00,462.70,337.50
0.00,493.55,338.53
0.00,524.39,338.28
0.00,555.24,337.03
0.00,586.09,335.66
0.00,616.93,333.91
0.00,647.78,331.32
0.00,678.63,326.63
0.00,709.47,319.59
0.00,740.32,312.28
0.00,771.17,304.79
0.00,802.01,297.23
0.00,832.86,289.91
0.00,863.71,282.80
0.00,894.55,275.76
0.00,925.40,268.84
0.00,956.25,261.95
0.00,987.09,255.18
0.00,1017.94,248.41
0.00,1048.79,241.61
0.00,1079.63,235.19
0.00,1110.48,229.69
0.00,1141.33,224.30
0.00,1172.17,221.46
0.00,1203.02,220.23
0.00,1233.87,216.54
0.00,1264.71,210.52
0.00,1295.56,202.96
0.00,1326.41,193.17
0.00,1357.25,175.68
0.00,1388.10,158.36
0.00,1418.95,141.48
0.00,1449.79,130.29
0.00,1480.64,123.73
0.00,1511.49,120.29
0.00,1542.34,120.01
0.00,1573.18,121.88
0.00,1604.03,124.16
0.00,1634.88,125.92
0.00,1665.72,126.90
0.00,1696.57,126.94
0.00,1727.42,126.01
0.00,1758.26,124.47
0.00,1789.11,122.76
0.00,1819.96,121.06
0.00,1850.80,119.19
0.00,1881.65,116.87
0.00,1912.50,113.93
0.00,1943.34,109.57
0.00,1974.19,104.75
0.00,2005.04,103.02
0.00,2035.88,101.92
0.00,2066.73,100.58
0.00,2097.58,99.96
0.00,2128.42,99.98
0.00,2159.27,100.44
0.00,2190.12,101.11
0.00,2220.96,101.94
0.00,2251.81,103.10
0.00,2282.66,104.76
0.00,2313.50,107.73
0.00,2344.35,112.48
0.00,2375.20,117.82
0.00,2406.04,123.75
0.00,2436.89,129.76
0.00,2467.74,134.41
0.00,2498.58,139.22
0.00,2529.43,143.82
0.00,2560.28,150.59
0.00,2591.12,160.66
0.00,2621.97,170.21
0.00,2652.82,182.37
0.00,2683.66,192.07
0.00,2714.51,195.95
0.00,2745.36,198.11
0.00,2776.20,198.24
0.00,2807.05,193.59
0.00,2837.90,186.30
0.00,2868.74,180.04
0.00,2899.59,175.25
0.00,2930.44,172.34
0.00,2961.28,170.54
0.00,2992.13,169.52
0.00,3022.98,169.55
0.00,3053.82,169.86
0.00,3084.67,169.66
0.00,3115.52,168.46
0.00,3146.36,166.15
0.00,3177.21,162.06
0.00,3208.06,155.86
0.00,3238.90,149.74
0.00,3269.75,144.13
0.00,3300.60,138.83
0.00,3331.44,134.49
0.00,3362.29,130.95
0.00,3393.14,127.19
0.00,3423.98,123.22
0.00,3454.83,119.57
0.00,3485.68,115.04
0.00,3516.52,110.73
0.00,3547.37,108.88
0.00,3578.22,109.15
0.00,3609.06,109.90
0.00,3639.91,110.68
0.00,3670.76,110.95
0.00,3701.60,110.32
0.00,3732.45,107.56
0.00,3763.30,102.64
0.00,3794.14,96.52
0.00,3824.99,89.94
0.00,3855.84,83.50
0.00,3886.68,77.03
0.00,3917.53,70.85
0.00,3948.38,65.06
0.00,3979.22,60.31
0.00,4010.07,56.88
0.00,4040.92,54.17
0.00,4071.76,52.15
0.00,4102.61,50.25
0.00,4133.46,48.73
0.00,4164.30,47.49
0.00,4195.15,46.36
0.00,4226.00,45.30
0.00,4256.84,44.22
0.00,4287.69,43.19
0.00,4318.54,42.24
0.00,4349.38,41.40
0.00,4380.23,40.90
0.00,4411.08,40.49
0.00,4441.92,40.14
0.00,4472.77,39.82
0.00,4503.62,39.49
0.00,4534.46,39.05
0.00,4565.31,38.54
0.00,4596.16,37.98
0.00,4627.01,37.40
0.00,4657.85,36.89
0.00,4688.70,36.46
0.00,4719.55,35.99
0.00,4750.39,35.51
0.00,4781.24,35.08
0.00,4812.09,34.61
0.00,4842.93,34.12
0.00,4873.78,33.60
0.00,4904.63,33.10
0.00,4935.47,32.57
0.00,4966.32,32.00
0.00,4997.17,31.51
0.00,5028.01,31.10
0.00,5058.86,30.79
0.00,5089.71,30.54
0.00,5120.55,30.34
0.00,5151.40,30.23
0.00,5182.25,30.11
0.00,5213.09,30.01
0.00,5243.94,29.95
0.00,5274.79,29.89
0.00,5305.63,29.78
0.00,5336.48,29.63
0.00,5367.33,29.37
0.00,5398.17,29.03
0.00,5429.02,28.64
0.00,5459.87,28.22
0.00,5490.71,27.83
0.00,5521.56,27.47
0.00,5552.41,27.23
0.00,5583.25,27.15
0.00,5614.10,27.12
0.00,5644.95,27.13
0.00,5675.79,27.16
0.00,5706.64,27.16
0.00,5737.49,27.13
0.00,5768.33,27.06
0.00,5799.18,27.00
0.00,5830.03,26.93
0.00,5860.87,26.79
0.00,5891.72,26.58
0.00,5922.57,26.39
0.00,5953.41,26.22
0.00,5984.26,26.09
0.00,6015.11,26.00
0.00,6045.95,25.89
0.00,6076.80,25.76
0.00,6107.65,25.60
0.00,6138.49,25.39
0.00,6169.34,25.17
0.00,6200.19,24.99
0.00,6231.03,24.88
0.00,6261.88,24.80
0.00,6292.73,24.75
0.00,6323.57,24.72
0.00,6354.42,24.68
0.00,6385.27,24.65
0.00,6416.11,24.63
0.00,6446.96,24.60
0.00,6477.81,24.59
0.00,6508.65,24.59
0.00,6539.50,24.59
0.00,6570.35,24.61
0.00,6601.19,24.63
0.00,6632.04,24.67
0.00,6662.89,24.71
0.00,6693.73,24.76
0.00,6724.58,24.80
0.00,6755.43,24.83
0.00,6786.27,24.85
0.00,6817.12,24.82
0.00,6847.97,24.77
0.00,6878.81,24.70
0.00,6909.66,24.61
0.00,6940.51,24.52
0.00,6971.35,24.42
0.00,7002.20,24.30
0.00,7033.05,24.15
0.00,7063.89,23.96
0.00,7094.74,23.59
0.00,7125.59,23.14
0.00,7156.43,22.73
0.00,7187.28,22.36
0.00,7218.13,22.04
0.00,7248.97,21.78
0.00,7279.82,21.59
0.00,7310.67,21.46
0.00,7341.51,21.35
0.00,7372.36,21.24
0.00,7403.21,21.13
0.00,7434.05,21.02
0.00,7464.90,20.91
0.00,7495.75,20.80
0.00,7526.59,20.68
0.00,7557.44,20.57
0.00,7588.29,20.48
0.00,7619.13,20.48
0.00,7649.98,20.59
0.00,7680.83,20.76
0.00,7711.68,21.01
0.00,7742.52,21.13
0.00,7773.37,21.12
0.00,7804.22,21.09
0.00,7835.06,21.00
0.00,7865.91,20.87
0.00,7896.76,20.75
0.00,7927.60,20.61
0.00,7958.45,20.48
0.00,7989.30,20.34
0.00,8020.14,20.21
0.00,8050.99,20.08
0.00,8081.84,19.97
0.00,8112.68,19.84
0.00,8143.53,19.72
0.00,8174.38,19.58
0.00,8205.22,19.43
26.11,0.00,154.99
26.11,30.85,184.03
26.11,61.69,227.34
26.11,92.54,271.74
26.11,123.39,280.15
26.11,154.23,283.57
26.11,185.08,279.96
26.11,215.93,269.09
26.11,246.77,258.89
26.11,277.62,251.31
26.11,308.47,247.34
26.11,339.31,258.19
26.11,370.16,276.31
26.11,401.01,292.68
26.11,431.85,308.51
26.11,462.70,321.47
26.11,493.55,328.93
26.11,524.39,332.16
26.11,555.24,330.96
26.11,586.09,329.24
26.11,616.93,326.81
26.11,647.78,323.71
26.11,678.63,319.27
26.11,709.47,312.77
26.11,740.32,306.19
26.11,771.17,299.43
26.11,802.01,292.52
26.11,832.86,285.69
26.11,863.71,278.94
26.11,894.55,272.16
26.11,925.40,265.35
26.11,956.25,258.51
26.11,987.09,251.77
26.11,1017.94,245.04
26.11,1048.79,238.28
26.11,1079.63,232.02
26.11,1110.48,226.75
26.11,1141.33,221.71
26.11,1172.17,219.88
26.11,1203.02,219.07
26.11,1233.87,216.11
26.11,1264.71,210.37
26.11,1295.56,202.81
26.11,1326.41,192.89
26.11,1357.25,175.64
26.11,1388.10,158.53
26.11,1418.95,141.78
26.11,1449.79,130.38
26.11,1480.64,122.81
26.11,1511.49,118.02
26.11,1542.34,116.27
26.11,1573.18,116.76
26.11,1604.03,117.74
26.11,1634.88,118.64
26.11,1665.72,119.02
26.11,1696.57,118.47
26.11,1727.42,117.14
26.11,1758.26,115.54
26.11,1789.11,113.95
26.11,1819.96,112.37
26.11,1850.80,110.90
26.11,1881.65,109.12
26.11,1912.50,107.18
26.11,1943.34,103.97
26.11,1974.19,99.31
26.11,2005.04,97.74
26.11,2035.88,96.94
26.11,2066.73,95.92
26.11,2097.58,95.40
26.11,2128.42,95.67
26.11,2159.27,96.09
26.11,2190.12,96.71
26.11,2220.96,97.24
26.11,2251.81,97.96
26.11,2282.66,99.21
26.11,2313.50,102.22
26.11,2344.35,107.01
26.11,2375.20,112.10
26.11,2406.04,117.43
26.11,2436.89,122.56
26.11,2467.74,126.08
26.11,2498.58,130.31
26.11,2529.43,134.95
26.11,2560.28,141.71
26.11,2591.12,152.38
26.11,2621.97,162.94
26.11,2652.82,176.61
26.11,2683.66,187.46
26.11,2714.51,191.71
26.11,2745.36,193.21
26.11,2776.20,190.94
26.11,2807.05,185.56
26.11,2837.90,177.23
26.11,2868.74,170.09
26.11,2899.59,164.68
26.11,2930.44,160.91
26.11,2961.28,158.91
26.11,2992.13,159.32
26.11,3022.98,159.66
26.11,3053.82,160.51
26.11,3084.67,161.35
26.11,3115.52,161.10
26.11,3146.36,159.66
26.11,3177.21,155.54
26.11,3208.06,149.74
26.11,3238.90,143.60
26.11,3269.75,137.45
26.11,3300.60,131.59
26.11,3331.44,126.69
26.11,3362.29,122.78
26.11,3393.14,119.07
26.11,3423.98,115.33
26.11,3454.83,111.58
26.11,3485.68,107.27
26.11,3516.52,104.02
26.11,3547.37,103.61
26.11,3578.22,104.54
26.11,3609.06,105.69
26.11,3639.91,106.32
26.11,3670.76,106.64
26.11,3701.60,106.18
26.11,3732.45,104.12
26.11,3763.30,99.79
26.11,3794.14,94.14
26.11,3824.99,87.63
26.11,3855.84,80.89
26.11,3886.68,73.85
26.11,3917.53,67.18
26.11,3948.38,61.32
26.11,3979.22,56.76
26.11,4010.07,53.55
26.11,4040.92,51.17
26.11,4071.76,49.69
26.11,4102.61,48.47
26.11,4133.46,47.38
26.11,4164.30,46.33
26.11,4195.15,45.33
26.11,4226.00,44.28
26.11,4256.84,43.20
26.11,4287.69,42.15
26.11,4318.54,41.17
26.11,4349.38,40.30
26.11,4380.23,39.80
26.11,4411.08,39.38
26.11,4441.92,39.04
26.11,4472.77,38.77
26.11,4503.62,38.48
26.11,4534.46,38.16
26.11,4565.31,37.76
26.11,4596.16,37.29
26.11,4627.01,36.79
26.11,4657.85,36.33
26.11,4688.70,35.98
26.11,4719.55,35.66
26.11,4750.39,35.25
26.11,4781.24,34.85
26.11,4812.09,34.43
26.11,4842.93,33.98
26.11,4873.78,33.48
26.11,4904.63,32.95
26.11,4935.47,32.41
26.11,4966.32,31.84
26.11,4997.17,31.36
26.11,5028.01,30.96
26.11,5058.86,30.65
26.11,5089.71,30.40
26.11,5120.55,30.23
26.11,5151.40,30.14
26.11,5182.25,30.04
26.11,5213.09,29.93
26.11,5243.94,29.85
26.11,5274.79,29.79
26.11,5305.63,29.70
26.11,5336.48,29.55
26.11,5367.33,29.29
26.11,5398.17,28.95
26.11,5429.02,28.55
26.11,5459.87,28.13
26.11,5490.71,27.74
26.11,5521.56,27.40
26.11,5552.41,27.17
26.11,5583.25,27.09
26.11,5614.10,27.05
26.11,5644.95,27.05
26.11,5675.79,27.06
26.11,5706.64,27.07
26.11,5737.49,27.05
26.11,5768.33,27.01
26.11,5799.18,26.95
26.11,5830.03,26.90
26.11,5860.87,26.79
26.11,5891.72,26.61
26.11,5922.57,26.38
26.11,5953.41,26.18
26.11,5984.26,26.02
26.11,6015.11,25.91
26.11,6045.95,25.80
26.11,6076.80,25.68
26.11,6107.65,25.52
26.11,6138.49,25.30
26.11,6169.34,25.07
26.11,6200.19,24.87
26.11,6231.03,24.75
26.11,6261.88,24.66
26.11,6292.73,24.60
26.11,6323.57,24.56
26.11,6354.42,24.53
26.11,6385.27,24.51
26.11,6416.11,24.48
26.11,6446.96,24.47
26.11,6477.81,24.47
26.11,6508.65,24.48
26.11,6539.50,24.50
26.11,6570.35,24.53
26.11,6601.19,24.57
26.11,6632.04,24.61
26.11,6662.89,24.65
26.11,6693.73,24.69
26.11,6724.58,24.72
26.11,6755.43,24.75
26.11,6786.27,24.76
26.11,6817.12,24.73
26.11,6847.97,24.68
26.11,6878.81,24.63
26.11,6909.66,24.55
26.11,6940.51,24.46
26.11,6971.35,24.37
26.11,7002.20,24.26
26.11,7033.05,24.11
26.11,7063.89,23.94
26.11,7094.74,23.63
26.11,7125.59,23.25
26.11,7156.43,22.90
26.11,7187.28,22.59
26.11,7218.13,22.33
26.11,7248.97,22.13
26.11,7279.82,21.99
26.11,7310.67,21.88
26.11,7341.51,21.77
26.11,7372.36,21.66
26.11,7403.21,21.54
26.11,7434.05,21.43
26.11,7464.90,21.32
26.11,7495.75,21.20
26.11,7526.59,21.09
26.11,7557.44,20.97
26.11,7588.29,20.86
26.11,7619.13,20.78
26.11,7649.98,20.78
26.11,7680.83,20.86
26.11,7711.68,21.00
26.11,7742.52,21.05
26.11,7773.37,20.99
26.11,7804.22,20.94
26.11,7835.06,20.85
26.11,7865.91,20.73
26.11,7896.76,20.61
26.11,7927.60,20.48
26.11,7958.45,20.36
26.11,7989.30,20.23
26.11,8020.14,20.11
26.11,8050.99,19.99
26.11,8081.84,19.88
26.11,8112.68,19.76
26.11,8143.53,19.63
26.11,8174.38,19.48
26.11,8205.22,19.33
52.22,0.00,160.41
52.22,30.85,185.55
52.22,61.69,219.94
52.22,92.54,258.48
52.22,123.39,261.98
52.22,154.23,258.88
52.22,185.08,250.51
52.22,215.93,234.46
52.22,246.77,220.33
52.22,277.62,209.17
52.22,308.47,202.39
52.22,339.31,213.87
52.22,370.16,236.37
52.22,401.01,257.03
52.22,431.85,277.09
52.22,462.70,296.63
52.22,493.55,310.91
52.22,524.39,321.09
52.22,555.24,324.39
52.22,586.09,322.59
52.22,616.93,320.15
52.22,647.78,317.11
52.22,678.63,313.19
52.22,709.47,307.54
52.22,740.32,301.43
52.22,771.17,294.97
52.22,802.01,288.21
52.22,832.86,281.44
52.22,863.71,274.75
52.22,894.55,268.03
52.22,925.40,261.31
52.22,956.25,254.60
52.22,987.09,247.99
52.22,1017.94,241.37
52.22,1048.79,234.73
52.22,1079.63,228.71
52.22,1110.48,223.44
52.22,1141.33,218.64
52.22,1172.17,217.49
52.22,1203.02,217.12
52.22,1233.87,214.65
52.22,1264.71,209.28
52.22,1295.56,201.47
52.22,1326.41,191.98
52.22,1357.25,175.86
52.22,1388.10,159.47
52.22,1418.95,142.97
52.22,1449.79,131.43
52.22,1480.64,123.12
52.22,1511.49,117.21
52.22,1542.34,114.12
52.22,1573.18,113.31
52.22,1604.03,112.69
52.22,1634.88,112.05
52.22,1665.72,111.76
52.22,1696.57,110.69
52.22,1727.42,109.19
52.22,1758.26,107.81
52.22,1789.11,106.58
52.22,1819.96,105.49
52.22,1850.80,104.63
52.22,1881.65,103.47
52.22,1912.50,102.35
52.22,1943.34,100.28
52.22,1974.19,95.91
52.22,2005.04,94.20
52.22,2035.88,93.18
52.22,2066.73,92.10
52.22,2097.58,91.87
52.22,2128.42,91.98
52.22,2159.27,92.39
52.22,2190.12,92.77
52.22,2220.96,93.10
52.22,2251.81,93.78
52.22,2282.66,94.93
52.22,2313.50,97.44
52.22,2344.35,102.06
52.22,2375.20,106.38
52.22,2406.04,110.35
52.22,2436.89,113.68
52.22,2467.74,115.89
52.22,2498.58,119.03
52.22,2529.43,122.65
52.22,2560.28,128.54
52.22,2591.12,139.65
52.22,2621.97,152.57
52.22,2652.82,166.56
52.22,2683.66,177.69
52.22,2714.51,183.37
52.22,2745.36,184.19
52.22,2776.20,182.35
52.22,2807.05,176.51
52.22,2837.90,167.20
52.22,2868.74,159.30
52.22,2899.59,152.99
52.22,2930.44,149.15
52.22,2961.28,148.64
52.22,2992.13,148.96
52.22,3022.98,149.13
52.22,3053.82,149.95
52.22,3084.67,151.60
52.22,3115.52,152.28
52.22,3146.36,151.39
52.22,3177.21,147.83
52.22,3208.06,142.43
52.22,3238.90,136.61
52.22,3269.75,130.61
52.22,3300.60,124.42
52.22,3331.44,119.16
52.22,3362.29,114.91
52.22,3393.14,111.05
52.22,3423.98,107.90
52.22,3454.83,104.45
52.22,3485.68,100.27
52.22,3516.52,98.25
52.22,3547.37,99.05
52.22,3578.22,100.54
52.22,3609.06,101.83
52.22,3639.91,102.03
52.22,3670.76,102.22
52.22,3701.60,101.79
52.22,3732.45,99.99
52.22,3763.30,96.17
52.22,3794.14,91.00
52.22,3824.99,84.59
52.22,3855.84,77.80
52.22,3886.68,70.51
52.22,3917.53,63.73
52.22,3948.38,58.18
52.22,3979.22,53.95
52.22,4010.07,51.05
52.22,4040.92,48.99
52.22,4071.76,47.90
52.22,4102.61,47.01
52.22,4133.46,46.14
52.22,4164.30,45.26
52.22,4195.15,44.30
52.22,4226.00,43.28
52.22,4256.84,42.22
52.22,4287.69,41.18
52.22,4318.54,40.20
52.22,4349.38,39.36
52.22,4380.23,38.86
52.22,4411.08,38.44
52.22,4441.92,38.09
52.22,4472.77,37.80
52.22,4503.62,37.52
52.22,4534.46,37.23
52.22,4565.31,36.90
52.22,4596.16,36.51
52.22,4627.01,36.10
52.22,4657.85,35.69
52.22,4688.70,35.40
52.22,4719.55,35.18
52.22,4750.39,34.91
52.22,4781.24,34.55
52.22,4812.09,34.16
52.22,4842.93,33.73
52.22,4873.78,33.24
52.22,4904.63,32.71
52.22,4935.47,32.18
52.22,4966.32,31.64
52.22,4997.17,31.19
52.22,5028.01,30.82
52.22,5058.86,30.54
52.22,5089.71,30.33
52.22,5120.55,30.15
52.22,5151.40,30.05
52.22,5182.25,29.94
52.22,5213.09,29.80
52.22,5243.94,29.70
52.22,5274.79,29.61
52.22,5305.63,29.51
52.22,5336.48,29.38
52.22,5367.33,29.14
52.22,5398.17,28.81
52.22,5429.02,28.42
52.22,5459.87,28.02
52.22,5490.71,27.64
52.22,5521.56,27.32
52.22,5552.41,27.13
52.22,5583.25,27.05
52.22,5614.10,27.02
52.22,5644.95,27.01
52.22,5675.79,27.01
52.22,5706.64,27.01
52.22,5737.49,27.00
52.22,5768.33,26.96
52.22,5799.18,26.91
52.22,5830.03,26.85
52.22,5860.87,26.75
52.22,5891.72,26.57
52.22,5922.57,26.32
52.22,5953.41,26.09
52.22,5984.26,25.90
52.22,6015.11,25.75
52.22,6045.95,25.65
52.22,6076.80,25.54
52.22,6107.65,25.41
52.22,6138.49,25.20
52.22,6169.34,24.96
52.22,6200.19,24.74
52.22,6231.03,24.62
52.22,6261.88,24.52
52.22,6292.73,24.45
52.22,6323.57,24.41
52.22,6354.42,24.38
52.22,6385.27,24.36
52.22,6416.11,24.35
52.22,6446.96,24.35
52.22,6477.81,24.37
52.22,6508.65,24.39
52.22,6539.50,24.41
52.22,6570.35,24.45
52.22,6601.19,24.48
52.22,6632.04,24.52
52.22,6662.89,24.55
52.22,6693.73,24.57
52.22,6724.58,24.60
52.22,6755.43,24.61
52.22,6786.27,24.62
52.22,6817.12,24.60
52.22,6847.97,24.56
52.22,6878.81,24.51
52.22,6909.66,24.45
52.22,6940.51,24.39
52.22,6971.35,24.31
52.22,7002.20,24.21
52.22,7033.05,24.08
52.22,7063.89,23.92
52.22,7094.74,23.68
52.22,7125.59,23.37
52.22,7156.43,23.09
52.22,7187.28,22.84
52.22,7218.13,22.64
52.22,7248.97,22.50
52.22,7279.82,22.38
52.22,7310.67,22.27
52.22,7341.51,22.16
52.22,7372.36,22.04
52.22,7403.21,21.93
52.22,7434.05,21.81
52.22,7464.90,21.70
52.22,7495.75,21.58
52.22,7526.59,21.46
52.22,7557.44,21.35
52.22,7588.29,21.23
52.22,7619.13,21.11
52.22,7649.98,21.02
52.22,7680.83,20.99
52.22,7711.68,21.03
52.22,7742.52,21.01
52.22,7773.37,20.90
52.22,7804.22,20.80
52.22,7835.06,20.70
52.22,7865.91,20.59
52.22,7896.76,20.48
52.22,7927.60,20.36
52.22,7958.45,20.24
52.22,7989.30,20.13
52.22,8020.14,20.02
52.22,8050.99,19.91
52.22,8081.84,19.80
52.22,8112.68,19.67
52.22,8143.53,19.54
52.22,8174.38,19.39
52.22,8205.22,19.23
78.33,0.00,171.19
78.33,30.85,192.58
78.33,61.69,221.31
78.33,92.54,254.69
78.33,123.39,253.76
78.33,154.23,244.49
78.33,185.08,231.39
78.33,215.93,210.14
78.33,246.77,189.36
78.33,277.62,173.75
78.33,308.47,163.56
78.33,339.31,169.89
78.33,370.16,191.94
78.33,401.01,215.50
78.33,431.85,239.76
78.33,462.70,264.53
78.33,493.55,284.67
78.33,524.39,302.17
78.33,555.24,312.46
78.33,586.09,315.70
78.33,616.93,314.39
78.33,647.78,311.46
78.33,678.63,308.01
78.33,709.47,299.55
78.33,740.32,294.29
78.33,771.17,288.71
78.33,802.01,282.81
78.33,832.86,276.89
78.33,863.71,270.89
78.33,894.55,264.31
78.33,925.40,257.74
78.33,956.25,251.15
78.33,987.09,244.56
78.33,1017.94,237.96
78.33,1048.79,231.34
78.33,1079.63,225.44
78.33,1110.48,220.10
78.33,1141.33,215.65
78.33,1172.17,214.83
78.33,1203.02,214.46
78.33,1233.87,212.33
78.33,1264.71,206.89
78.33,1295.56,197.34
78.33,1326.41,188.59
78.33,1357.25,174.99
78.33,1388.10,161.05
78.33,1418.95,145.52
78.33,1449.79,134.19
78.33,1480.64,125.69
78.33,1511.49,118.79
78.33,1542.34,114.02
78.33,1573.18,111.78
78.33,1604.03,109.85
78.33,1634.88,107.58
78.33,1665.72,106.04
78.33,1696.57,105.33
78.33,1727.42,104.64
78.33,1758.26,104.09
78.33,1789.11,103.62
78.33,1819.96,103.16
78.33,1850.80,102.81
78.33,1881.65,101.98
78.33,1912.50,100.96
78.33,1943.34,99.01
78.33,1974.19,94.39
78.33,2005.04,92.28
78.33,2035.88,90.71
78.33,2066.73,89.39
78.33,2097.58,89.05
78.33,2128.42,89.11
78.33,2159.27,89.30
78.33,2190.12,89.53
78.33,2220.96,89.80
78.33,2251.81,90.70
78.33,2282.66,91.51
78.33,2313.50,93.31
78.33,2344.35,96.76
78.33,2375.20,100.23
78.33,2406.04,103.33
78.33,2436.89,105.47
78.33,2467.74,106.19
78.33,2498.58,108.21
78.33,2529.43,111.25
78.33,2560.28,116.94
78.33,2591.12,128.13
78.33,2621.97,140.65
78.33,2652.82,152.67
78.33,2683.66,162.95
78.33,2714.51,167.33
78.33,2745.36,167.74
78.33,2776.20,165.97
78.33,2807.05,160.23
78.33,2837.90,151.62
78.33,2868.74,144.48
78.33,2899.59,140.06
78.33,2930.44,138.43
78.33,2961.28,138.57
78.33,2992.13,138.83
78.33,3022.98,138.71
78.33,3053.82,138.99
78.33,3084.67,140.06
78.33,3115.52,140.70
78.33,3146.36,140.11
78.33,3177.21,137.53
78.33,3208.06,133.32
78.33,3238.90,127.82
78.33,3269.75,122.14
78.33,3300.60,116.77
78.33,3331.44,111.80
78.33,3362.29,107.23
78.33,3393.14,102.82
78.33,3423.98,99.12
78.33,3454.83,95.54
78.33,3485.68,91.23
78.33,3516.52,90.53
78.33,3547.37,92.22
78.33,3578.22,94.34
78.33,3609.06,96.15
78.33,3639.91,96.81
78.33,3670.76,97.16
78.33,3701.60,96.74
78.33,3732.45,95.08
78.33,3763.30,91.43
78.33,3794.14,86.63
78.33,3824.99,80.43
78.33,3855.84,73.61
78.33,3886.68,66.63
78.33,3917.53,60.26
78.33,3948.38,55.05
78.33,3979.22,51.21
78.33,4010.07,48.76
78.33,4040.92,47.10
78.33,4071.76,46.38
78.33,4102.61,45.68
78.33,4133.46,44.94
78.33,4164.30,44.15
78.33,4195.15,43.24
78.33,4226.00,42.25
78.33,4256.84,41.22
78.33,4287.69,40.22
78.33,4318.54,39.28
78.33,4349.38,38.50
78.33,4380.23,38.03
78.33,4411.08,37.62
78.33,4441.92,37.29
78.33,4472.77,37.00
78.33,4503.62,36.73
78.33,4534.46,36.46
78.33,4565.31,36.19
78.33,4596.16,35.88
78.33,4627.01,35.56
78.33,4657.85,35.23
78.33,4688.70,34.95
78.33,4719.55,34.74
78.33,4750.39,34.54
78.33,4781.24,34.17
78.33,4812.09,33.77
78.33,4842.93,33.33
78.33,4873.78,32.84
78.33,4904.63,32.35
78.33,4935.47,31.87
78.33,4966.32,31.39
78.33,4997.17,31.00
78.33,5028.01,30.69
78.33,5058.86,30.45
78.33,5089.71,30.26
78.33,5120.55,30.10
78.33,5151.40,29.97
78.33,5182.25,29.83
78.33,5213.09,29.67
78.33,5243.94,29.53
78.33,5274.79,29.41
78.33,5305.63,29.29
78.33,5336.48,29.18
78.33,5367.33,28.95
78.33,5398.17,28.64
78.33,5429.02,28.28
78.33,5459.87,27.90
78.33,5490.71,27.53
78.33,5521.56,27.25
78.33,5552.41,27.09
78.33,5583.25,27.03
78.33,5614.10,26.99
78.33,5644.95,26.98
78.33,5675.79,26.96
78.33,5706.64,26.94
78.33,5737.49,26.92
78.33,5768.33,26.88
78.33,5799.18,26.83
78.33,5830.03,26.76
78.33,5860.87,26.66
78.33,5891.72,26.49
78.33,5922.57,26.26
78.33,5953.41,26.00
78.33,5984.26,25.78
78.33,6015.11,25.61
78.33,6045.95,25.49
78.33,6076.80,25.38
78.33,6107.65,25.27
78.33,6138.49,25.08
78.33,6169.34,24.85
78.33,6200.19,24.62
78.33,6231.03,24.49
78.33,6261.88,24.38
78.33,6292.73,24.32
78.33,6323.57,24.29
78.33,6354.42,24.25
78.33,6385.27,24.24
78.33,6416.11,24.25
78.33,6446.96,24.26
78.33,6477.81,24.27
78.33,6508.65,24.29
78.33,6539.50,24.32
78.33,6570.35,24.35
78.33,6601.19,24.37
78.33,6632.04,24.39
78.33,6662.89,24.42
78.33,6693.73,24.44
78.33,6724.58,24.45
78.33,6755.43,24.47
78.33,6786.27,24.47
78.33,6817.12,24.44
78.33,6847.97,24.40
78.33,6878.81,24.37
78.33,6909.66,24.32
78.33,6940.51,24.27
78.33,6971.35,24.21
78.33,7002.20,24.14
78.33,7033.05,24.04
78.33,7063.89,23.93
78.33,7094.74,23.75
78.33,7125.59,23.50
78.33,7156.43,23.28
78.33,7187.28,23.10
78.33,7218.13,22.95
78.33,7248.97,22.84
78.33,7279.82,22.73
78.33,7310.67,22.61
78.33,7341.51,22.50
78.33,7372.36,22.39
78.33,7403.21,22.27
78.33,7434.05,22.15
78.33,7464.90,22.02
78.33,7495.75,21.89
78.33,7526.59,21.76
78.33,7557.44,21.63
78.33,7588.29,21.49
78.33,7619.13,21.35
78.33,7649.98,21.21
78.33,7680.83,21.10
78.33,7711.68,21.05
78.33,7742.52,20.97
78.33,7773.37,20.83
78.33,7804.22,20.70
78.33,7835.06,20.57
78.33,7865.91,20.46
78.33,7896.76,20.35
78.33,7927.60,20.24
78.33,7958.45,20.13
78.33,7989.30,20.03
78.33,8020.14,19.92
78.33,8050.99,19.82
78.33,8081.84,19.71
78.33,8112.68,19.58
78.33,8143.53,19.43
78.33,8174.38,19.28
78.33,8205.22,19.12
104.44,0.00,185.39
104.44,30.85,203.59
104.44,61.69,226.34
104.44,92.54,253.99
104.44,123.39,250.38
104.44,154.23,237.41
104.44,185.08,220.99
104.44,215.93,198.56
104.44,246.77,176.79
104.44,277.62,158.74
104.44,308.47,146.01
104.44,339.31,148.02
104.44,370.16,165.84
104.44,401.01,188.50
104.44,431.85,214.21
104.44,462.70,241.15
104.44,493.55,264.91
104.44,524.39,285.89
