day,month,year,hour,min,elev
26,10,2018,13,48,2.61
26,10,2018,13,49,2.62
26,10,2018,13,50,2.61
26,10,2018,13,51,2.64
26,10,2018,13,52,2.64
26,10,2018,13,53,2.67
26,10,2018,13,54,2.69
26,10,2018,13,55,2.68
26,10,2018,13,56,2.69
26,10,2018,13,57,2.67
26,10,2018,13,58,2.64
26,10,2018,13,59,2.64
26,10,2018,14,0,2.67
26,10,2018,14,1,2.66
26,10,2018,14,2,2.63
26,10,2018,14,3,2.7
26,10,2018,14,4,2.69
26,10,2018,14,5,2.69
26,10,2018,14,6,2.68
26,10,2018,14,7,2.67
26,10,2018,14,8,2.69
26,10,2018,14,19,2.73
26,10,2018,14,20,2.74
26,10,2018,14,21,2.73
26,10,2018,14,22,2.73
26,10,2018,14,23,2.72
26,10,2018,14,24,2.74
26,10,2018,14,25,2.71
26,10,2018,14,26,2.75
26,10,2018,14,27,2.75
26,10,2018,14,28,2.72
26,10,2018,14,29,2.73
26,10,2018,14,30,2.71
26,10,2018,14,31,2.74
26,10,2018,14,32,2.72
26,10,2018,14,33,2.7
26,10,2018,14,34,2.77
26,10,2018,14,35,2.73
26,10,2018,14,36,2.77
26,10,2018,14,37,2.76
26,10,2018,14,38,2.76
26,10,2018,14,39,2.79
26,10,2018,14,40,2.76
26,10,2018,14,41,2.74
26,10,2018,14,42,2.74
26,10,2018,14,43,2.71
26,10,2018,14,44,2.74
26,10,2018,14,45,2.73
26,10,2018,14,46,2.77
26,10,2018,14,47,2.76
26,10,2018,14,48,2.78
26,10,2018,14,49,2.81
26,10,2018,14,50,2.8
26,10,2018,14,51,2.79
26,10,2018,14,52,2.76
26,10,2018,14,53,2.77
26,10,2018,14,54,2.76
26,10,2018,14,55,2.75
26,10,2018,14,56,2.76
26,10,2018,14,57,2.79
26,10,2018,14,58,2.8
26,10,2018,14,59,2.77
26,10,2018,15,0,2.79
26,10,2018,15,1,2.8
26,10,2018,15,2,2.79
26,10,2018,15,3,2.8
26,10,2018,15,4,2.82
26,10,2018,15,5,2.79
26,10,2018,15,6,2.79
26,10,2018,15,7,2.77
26,10,2018,15,8,2.76
26,10,2018,15,14,2.76
26,10,2018,15,15,2.77
26,10,2018,15,16,2.77
26,10,2018,15,17,2.77
26,10,2018,15,18,2.75
26,10,2018,15,19,2.78
26,10,2018,15,20,2.78
26,10,2018,15,21,2.76
26,10,2018,15,22,2.79
26,10,2018,15,23,2.78
26,10,2018,15,24,2.75
26,10,2018,15,25,2.75
26,10,2018,15,26,2.73
26,10,2018,15,27,2.76
26,10,2018,15,28,2.75
26,10,2018,15,29,2.76
26,10,2018,15,30,2.77
26,10,2018,15,31,2.8
26,10,2018,15,32,2.8
26,10,2018,15,33,2.8
26,10,2018,15,34,2.75
26,10,2018,15,35,2.76
26,10,2018,15,36,2.75
26,10,2018,15,37,2.73
26,10,2018,15,38,2.74
26,10,2018,15,39,2.73
26,10,2018,15,40,2.73
26,10,2018,15,41,2.74
26,10,2018,15,42,2.74
26,10,2018,15,43,2.75
26,10,2018,15,44,2.73
26,10,2018,15,45,2.76
26,10,2018,15,46,2.78
26,10,2018,15,47,2.77
26,10,2018,15,48,2.71
26,10,2018,15,49,2.74
26,10,2018,15,50,2.76
26,10,2018,15,51,2.72
26,10,2018,15,52,2.76
26,10,2018,15,53,2.73
26,10,2018,15,54,2.76
26,10,2018,15,55,2.73
26,10,2018,15,56,2.73
26,10,2018,15,57,2.72
26,10,2018,15,58,2.71
26,10,2018,15,59,2.69
26,10,2018,16,0,2.72
26,10,2018,16,1,2.74
26,10,2018,16,2,2.73
26,10,2018,16,3,2.75
26,10,2018,16,4,2.74
26,10,2018,16,5,2.72
26,10,2018,16,6,2.7
26,10,2018,16,7,2.69
26,10,2018,16,8,2.69
26,10,2018,16,9,2.67
26,10,2018,16,10,2.68
26,10,2018,16,11,2.7
26,10,2018,16,12,2.7
26,10,2018,16,13,2.68
26,10,2018,16,14,2.69
26,10,2018,16,15,2.7
26,10,2018,16,16,2.7
26,10,2018,16,17,2.7
26,10,2018,16,18,2.7
26,10,2018,16,19,2.7
26,10,2018,16,20,2.68
26,10,2018,16,21,2.69
26,10,2018,16,22,2.66
26,10,2018,16,23,2.64
26,10,2018,16,24,2.66
26,10,2018,16,25,2.65
26,10,2018,16,26,2.66
26,10,2018,16,27,2.67
26,10,2018,16,28,2.65
26,10,2018,16,29,2.66
26,10,2018,16,30,2.65
26,10,2018,16,31,2.66
26,10,2018,16,32,2.63
26,10,2018,16,33,2.65
26,10,2018,16,34,2.62
26,10,2018,16,35,2.63
26,10,2018,16,36,2.62
26,10,2018,16,37,2.6
26,10,2018,16,38,2.62
26,10,2018,16,39,2.63
26,10,2018,16,40,2.59
26,10,2018,16,41,2.62
26,10,2018,16,42,2.62
26,10,2018,16,43,2.6
26,10,2018,16,44,2.62
26,10,2018,16,45,2.61
26,10,2018,16,46,2.62
26,10,2018,16,47,2.61
26,10,2018,16,48,2.61
26,10,2018,16,49,2.59
26,10,2018,16,50,2.58
26,10,2018,16,51,2.57
26,10,2018,16,52,2.58
26,10,2018,16,53,2.58
26,10,2018,16,54,2.57
26,10,2018,16,55,2.58
26,10,2018,16,56,2.56
26,10,2018,16,57,2.58
26,10,2018,16,58,2.56
26,10,2018,16,59,2.55
26,10,2018,17,0,2.55
26,10,2018,17,1,2.54
26,10,2018,17,2,2.56
26,10,2018,17,3,2.54
26,10,2018,17,4,2.54
26,10,2018,17,5,2.52
26,10,2018,17,6,2.49
26,10,2018,17,7,2.52
26,10,2018,17,8,2.5
26,10,2018,17,9,2.51
26,10,2018,17,10,2.51
26,10,2018,17,11,2.47
26,10,2018,17,12,2.46
26,10,2018,17,13,2.49
26,10,2018,17,14,2.5
26,10,2018,17,15,2.49
26,10,2018,17,16,2.5
26,10,2018,17,17,2.51
26,10,2018,17,18,2.49
26,10,2018,17,19,2.49
26,10,2018,17,20,2.51
26,10,2018,17,21,2.48
26,10,2018,17,22,2.46
26,10,2018,17,23,2.43
26,10,2018,17,24,2.45
26,10,2018,17,25,2.42
26,10,2018,17,26,2.43
26,10,2018,17,27,2.41
26,10,2018,17,28,2.45
26,10,2018,17,29,2.42
26,10,2018,17,30,2.44
26,10,2018,17,31,2.41
26,10,2018,17,32,2.41
26,10,2018,17,33,2.39
26,10,2018,17,34,2.4
26,10,2018,17,35,2.38
26,10,2018,17,36,2.4
26,10,2018,17,37,2.38
26,10,2018,17,38,2.4
26,10,2018,17,39,2.4
26,10,2018,17,40,2.39
26,10,2018,17,41,2.38
26,10,2018,17,42,2.39
26,10,2018,17,43,2.39
26,10,2018,17,49,2.36
26,10,2018,17,50,2.35
26,10,2018,17,51,2.33
26,10,2018,17,52,2.31
26,10,2018,17,53,2.31
26,10,2018,17,54,2.3
26,10,2018,17,55,2.32
26,10,2018,17,56,2.3
26,10,2018,17,57,2.32
26,10,2018,17,58,2.31
26,10,2018,17,59,2.3
26,10,2018,18,0,2.3
26,10,2018,18,1,2.29
26,10,2018,18,2,2.27
26,10,2018,18,3,2.27
26,10,2018,18,4,2.26
26,10,2018,18,5,2.26
26,10,2018,18,6,2.25
26,10,2018,18,7,2.27
26,10,2018,18,8,2.24
26,10,2018,18,9,2.24
26,10,2018,18,10,2.24
26,10,2018,18,11,2.22
26,10,2018,18,12,2.23
26,10,2018,18,13,2.24
26,10,2018,18,19,2.18
26,10,2018,18,20,2.17
26,10,2018,18,21,2.17
26,10,2018,18,22,2.19
26,10,2018,18,23,2.18
26,10,2018,18,29,2.14
26,10,2018,18,30,2.15
26,10,2018,18,31,2.16
26,10,2018,18,32,2.16
26,10,2018,18,33,2.15
26,10,2018,18,34,2.15
26,10,2018,18,35,2.15
26,10,2018,18,36,2.12
26,10,2018,18,37,2.11
26,10,2018,18,38,2.1
26,10,2018,18,39,2.08
26,10,2018,18,40,2.1
26,10,2018,18,41,2.09
26,10,2018,18,42,2.08
26,10,2018,18,43,2.07
26,10,2018,18,44,2.09
26,10,2018,18,45,2.08
26,10,2018,18,46,2.07
26,10,2018,18,47,2.07
26,10,2018,18,48,2.07
26,10,2018,18,49,2.06
26,10,2018,18,50,2.03
26,10,2018,18,51,2.05
26,10,2018,18,52,2.06
26,10,2018,18,53,2.04
26,10,2018,18,54,2.06
26,10,2018,18,55,2.07
26,10,2018,18,56,2.06
26,10,2018,18,57,2.06
26,10,2018,18,58,2.03
26,10,2018,18,59,2.04
26,10,2018,19,0,2.02
26,10,2018,19,1,2
26,10,2018,19,2,2
26,10,2018,19,3,2
26,10,2018,19,4,1.97
26,10,2018,19,5,1.97
26,10,2018,19,6,1.99
26,10,2018,19,7,1.96
26,10,2018,19,8,1.96
26,10,2018,19,9,1.97
26,10,2018,19,10,1.93
26,10,2018,19,11,1.95
26,10,2018,19,12,1.93
26,10,2018,19,13,1.96
26,10,2018,19,14,1.95
26,10,2018,19,15,1.97
26,10,2018,19,16,1.96
26,10,2018,19,17,1.96
26,10,2018,19,18,1.96
26,10,2018,19,19,1.93
26,10,2018,19,20,1.93
26,10,2018,19,21,1.94
26,10,2018,19,22,1.93
26,10,2018,19,23,1.93
26,10,2018,19,24,1.96
26,10,2018,19,25,1.94
26,10,2018,19,26,1.91
26,10,2018,19,27,1.91
26,10,2018,19,28,1.94
26,10,2018,19,34,1.85
26,10,2018,19,35,1.85
26,10,2018,19,36,1.86
26,10,2018,19,37,1.86
26,10,2018,19,38,1.88
26,10,2018,19,39,1.89
26,10,2018,19,40,1.87
26,10,2018,19,41,1.85
26,10,2018,19,42,1.85
26,10,2018,19,43,1.85
26,10,2018,19,44,1.84
26,10,2018,19,45,1.83
26,10,2018,19,46,1.84
26,10,2018,19,47,1.83
26,10,2018,19,48,1.83
26,10,2018,19,49,1.84
26,10,2018,19,50,1.85
26,10,2018,19,51,1.85
26,10,2018,19,52,1.83
26,10,2018,19,53,1.83
26,10,2018,19,54,1.83
26,10,2018,19,55,1.81
26,10,2018,19,56,1.81
26,10,2018,19,57,1.81
26,10,2018,19,58,1.8
26,10,2018,19,59,1.79
26,10,2018,20,0,1.8
26,10,2018,20,1,1.78
26,10,2018,20,2,1.79
26,10,2018,20,3,1.77
26,10,2018,20,4,1.78
26,10,2018,20,5,1.78
26,10,2018,20,6,1.77
26,10,2018,20,7,1.78
26,10,2018,20,8,1.79
26,10,2018,20,9,1.78
26,10,2018,20,10,1.81
26,10,2018,20,11,1.79
26,10,2018,20,12,1.81
26,10,2018,20,13,1.79
26,10,2018,20,14,1.8
26,10,2018,20,15,1.77
26,10,2018,20,16,1.78
26,10,2018,20,17,1.77
26,10,2018,20,18,1.77
26,10,2018,20,19,1.79
26,10,2018,20,20,1.77
26,10,2018,20,21,1.77
26,10,2018,20,22,1.79
26,10,2018,20,23,1.79
26,10,2018,20,24,1.78
26,10,2018,20,25,1.76
26,10,2018,20,26,1.76
26,10,2018,20,27,1.75
26,10,2018,20,28,1.74
26,10,2018,20,29,1.76
26,10,2018,20,30,1.74
26,10,2018,20,31,1.74
26,10,2018,20,32,1.75
26,10,2018,20,33,1.74
26,10,2018,20,34,1.75
26,10,2018,20,35,1.74
26,10,2018,20,36,1.75
26,10,2018,20,37,1.76
26,10,2018,20,38,1.75
26,10,2018,20,39,1.76
26,10,2018,20,40,1.75
26,10,2018,20,41,1.75
26,10,2018,20,42,1.74
26,10,2018,20,43,1.75
26,10,2018,20,44,1.74
26,10,2018,20,45,1.74
26,10,2018,20,46,1.72
26,10,2018,20,47,1.72
26,10,2018,20,48,1.72
26,10,2018,20,49,1.73
26,10,2018,20,50,1.72
26,10,2018,20,51,1.73
26,10,2018,20,52,1.76
26,10,2018,20,53,1.77
26,10,2018,20,54,1.75
26,10,2018,20,55,1.76
26,10,2018,20,56,1.73
26,10,2018,20,57,1.71
26,10,2018,20,58,1.73
26,10,2018,20,59,1.72
26,10,2018,21,0,1.72
26,10,2018,21,1,1.72
26,10,2018,21,2,1.74
26,10,2018,21,3,1.74
26,10,2018,21,4,1.73
26,10,2018,21,5,1.75
26,10,2018,21,6,1.77
26,10,2018,21,7,1.75
26,10,2018,21,8,1.75
26,10,2018,21,9,1.74
26,10,2018,21,10,1.73
26,10,2018,21,11,1.73
26,10,2018,21,12,1.72
26,10,2018,21,13,1.74
26,10,2018,21,14,1.72
26,10,2018,21,15,1.71
26,10,2018,21,16,1.74
26,10,2018,21,17,1.74
26,10,2018,21,18,1.73
26,10,2018,21,19,1.72
26,10,2018,21,20,1.73
26,10,2018,21,21,1.72
26,10,2018,21,22,1.73
26,10,2018,21,23,1.75
26,10,2018,21,24,1.75
26,10,2018,21,25,1.74
26,10,2018,21,26,1.76
26,10,2018,21,27,1.76
26,10,2018,21,28,1.76
26,10,2018,21,29,1.77
26,10,2018,21,30,1.74
26,10,2018,21,31,1.74
26,10,2018,21,32,1.75
26,10,2018,21,33,1.76
26,10,2018,21,34,1.76
26,10,2018,21,35,1.75
26,10,2018,21,36,1.77
26,10,2018,21,37,1.76
26,10,2018,21,38,1.76
26,10,2018,21,39,1.77
26,10,2018,21,40,1.77
26,10,2018,21,41,1.75
26,10,2018,21,42,1.73
26,10,2018,21,43,1.72
26,10,2018,21,44,1.74
26,10,2018,21,45,1.73
26,10,2018,21,46,1.74
26,10,2018,21,47,1.77
26,10,2018,21,48,1.79
26,10,2018,21,49,1.77
26,10,2018,21,50,1.81
26,10,2018,21,51,1.81
26,10,2018,21,52,1.8
26,10,2018,21,53,1.78
26,10,2018,21,54,1.81
26,10,2018,21,55,1.79
26,10,2018,21,56,1.78
26,10,2018,21,57,1.81
26,10,2018,21,58,1.82
26,10,2018,21,59,1.81
26,10,2018,22,0,1.81
26,10,2018,22,1,1.8
26,10,2018,22,2,1.8
26,10,2018,22,3,1.79
26,10,2018,22,4,1.79
26,10,2018,22,5,1.81
26,10,2018,22,6,1.8
26,10,2018,22,7,1.79
26,10,2018,22,8,1.81
26,10,2018,22,9,1.82
26,10,2018,22,10,1.81
26,10,2018,22,11,1.82
26,10,2018,22,12,1.82
26,10,2018,22,13,1.8
26,10,2018,22,14,1.8
26,10,2018,22,15,1.82
26,10,2018,22,16,1.81
26,10,2018,22,17,1.83
26,10,2018,22,18,1.83
26,10,2018,22,19,1.86
26,10,2018,22,20,1.86
26,10,2018,22,21,1.86
26,10,2018,22,22,1.89
26,10,2018,22,23,1.88
26,10,2018,22,24,1.88
26,10,2018,22,25,1.88
26,10,2018,22,26,1.87
26,10,2018,22,27,1.87
26,10,2018,22,28,1.87
26,10,2018,22,29,1.88
26,10,2018,22,30,1.89
26,10,2018,22,31,1.89
26,10,2018,22,32,1.89
26,10,2018,22,33,1.91
26,10,2018,22,34,1.89
26,10,2018,22,35,1.91
26,10,2018,22,36,1.9
26,10,2018,22,37,1.88
26,10,2018,22,38,1.9
26,10,2018,22,39,1.91
26,10,2018,22,40,1.89
26,10,2018,22,41,1.91
26,10,2018,22,42,1.91
26,10,2018,22,43,1.91
26,10,2018,22,44,1.94
26,10,2018,22,45,1.93
26,10,2018,22,46,1.95
26,10,2018,22,47,1.94
26,10,2018,22,48,1.96
26,10,2018,22,49,1.96
26,10,2018,22,50,1.94
26,10,2018,22,51,1.97
26,10,2018,22,52,1.98
26,10,2018,22,53,1.98
26,10,2018,22,54,1.99
26,10,2018,22,55,1.99
26,10,2018,22,56,1.98
26,10,2018,22,57,1.98
26,10,2018,22,58,1.97
26,10,2018,22,59,1.98
26,10,2018,23,0,1.98
26,10,2018,23,1,1.99
26,10,2018,23,2,1.99
26,10,2018,23,3,2
26,10,2018,23,4,2.03
26,10,2018,23,5,2.01
26,10,2018,23,6,2.02
26,10,2018,23,7,2.05
26,10,2018,23,8,2.01
26,10,2018,23,9,2.03
26,10,2018,23,10,2.03
26,10,2018,23,11,2.03
26,10,2018,23,12,2.04
26,10,2018,23,13,2.06
26,10,2018,23,14,2.06
26,10,2018,23,15,2.07
26,10,2018,23,16,2.06
26,10,2018,23,17,2.07
26,10,2018,23,18,2.08
26,10,2018,23,19,2.08
26,10,2018,23,20,2.07
26,10,2018,23,21,2.08
26,10,2018,23,22,2.11
26,10,2018,23,23,2.11
26,10,2018,23,24,2.08
26,10,2018,23,25,2.1
26,10,2018,23,26,2.11
26,10,2018,23,27,2.1
26,10,2018,23,28,2.12
26,10,2018,23,29,2.12
26,10,2018,23,30,2.13
26,10,2018,23,31,2.12
26,10,2018,23,32,2.13
26,10,2018,23,33,2.15
26,10,2018,23,34,2.14
26,10,2018,23,35,2.16
26,10,2018,23,36,2.18
26,10,2018,23,37,2.18
26,10,2018,23,38,2.18
26,10,2018,23,39,2.19
26,10,2018,23,40,2.19
26,10,2018,23,41,2.19
26,10,2018,23,42,2.17
26,10,2018,23,43,2.2
26,10,2018,23,44,2.23
26,10,2018,23,45,2.21
26,10,2018,23,46,2.22
26,10,2018,23,47,2.24
26,10,2018,23,48,2.23
26,10,2018,23,49,2.23
26,10,2018,23,50,2.25
26,10,2018,23,51,2.25
26,10,2018,23,52,2.23
26,10,2018,23,53,2.24
26,10,2018,23,54,2.24
26,10,2018,23,55,2.25
26,10,2018,23,56,2.25
26,10,2018,23,57,2.26
26,10,2018,23,58,2.27
26,10,2018,23,59,2.29
27,10,2018,0,0,2.29
27,10,2018,0,1,2.29
27,10,2018,0,2,2.31
27,10,2018,0,3,2.31
27,10,2018,0,4,2.31
27,10,2018,0,5,2.33
27,10,2018,0,6,2.33
27,10,2018,0,7,2.34
27,10,2018,0,8,2.34
27,10,2018,0,9,2.37
27,10,2018,0,10,2.34
27,10,2018,0,11,2.33
27,10,2018,0,12,2.36
27,10,2018,0,13,2.35
27,10,2018,0,14,2.37
27,10,2018,0,15,2.38
27,10,2018,0,16,2.38
27,10,2018,0,17,2.4
27,10,2018,0,18,2.41
27,10,2018,0,19,2.4
27,10,2018,0,20,2.41
27,10,2018,0,21,2.39
27,10,2018,0,22,2.39
27,10,2018,0,23,2.39
27,10,2018,0,24,2.43
27,10,2018,0,25,2.41
27,10,2018,0,26,2.42
27,10,2018,0,27,2.46
27,10,2018,0,28,2.44
27,10,2018,0,29,2.47
27,10,2018,0,30,2.48
27,10,2018,0,31,2.47
27,10,2018,0,32,2.48
27,10,2018,0,33,2.47
27,10,2018,0,34,2.47
27,10,2018,0,35,2.48
27,10,2018,0,36,2.46
27,10,2018,0,37,2.48
27,10,2018,0,38,2.49
27,10,2018,0,39,2.51
27,10,2018,0,40,2.49
27,10,2018,0,41,2.5
27,10,2018,0,42,2.51
27,10,2018,0,43,2.51
27,10,2018,0,44,2.49
27,10,2018,0,45,2.53
27,10,2018,0,46,2.53
27,10,2018,0,47,2.53
27,10,2018,0,48,2.54
27,10,2018,0,49,2.52
27,10,2018,0,50,2.55
27,10,2018,0,51,2.54
27,10,2018,0,52,2.56
27,10,2018,0,53,2.59
27,10,2018,0,54,2.57
27,10,2018,0,55,2.59
27,10,2018,0,56,2.59
27,10,2018,0,57,2.58
27,10,2018,0,58,2.6
27,10,2018,1,4,2.62
27,10,2018,1,5,2.63
27,10,2018,1,6,2.63
27,10,2018,1,7,2.62
27,10,2018,1,8,2.63
27,10,2018,1,9,2.62
27,10,2018,1,10,2.64
27,10,2018,1,11,2.65
27,10,2018,1,12,2.67
27,10,2018,1,13,2.68
27,10,2018,1,14,2.68
27,10,2018,1,15,2.71
27,10,2018,1,16,2.71
27,10,2018,1,17,2.7
27,10,2018,1,18,2.72
27,10,2018,1,19,2.71
27,10,2018,1,20,2.7
27,10,2018,1,21,2.72
27,10,2018,1,22,2.73
27,10,2018,1,23,2.74
27,10,2018,1,24,2.73
27,10,2018,1,25,2.75
27,10,2018,1,26,2.75
27,10,2018,1,27,2.74
27,10,2018,1,28,2.77
27,10,2018,1,29,2.77
27,10,2018,1,30,2.75
27,10,2018,1,31,2.78
27,10,2018,1,32,2.78
27,10,2018,1,33,2.77
27,10,2018,1,34,2.79
27,10,2018,1,35,2.77
27,10,2018,1,36,2.78
27,10,2018,1,37,2.76
27,10,2018,1,38,2.77
27,10,2018,1,39,2.78
27,10,2018,1,40,2.79
27,10,2018,1,41,2.79
27,10,2018,1,42,2.79
27,10,2018,1,43,2.8
27,10,2018,1,44,2.81
27,10,2018,1,45,2.82
27,10,2018,1,46,2.82
27,10,2018,1,47,2.83
27,10,2018,1,48,2.81
27,10,2018,1,49,2.84
27,10,2018,1,50,2.85
27,10,2018,1,51,2.83
27,10,2018,1,52,2.84
27,10,2018,1,53,2.85
27,10,2018,1,54,2.85
27,10,2018,1,55,2.86
27,10,2018,1,56,2.86
27,10,2018,1,57,2.87
27,10,2018,1,58,2.88
27,10,2018,1,59,2.9
27,10,2018,2,0,2.9
27,10,2018,2,1,2.91
27,10,2018,2,2,2.91
27,10,2018,2,3,2.89
27,10,2018,2,4,2.89
27,10,2018,2,5,2.87
27,10,2018,2,6,2.9
27,10,2018,2,7,2.9
27,10,2018,2,8,2.88
27,10,2018,2,9,2.91
27,10,2018,2,10,2.91
27,10,2018,2,11,2.91
27,10,2018,2,12,2.95
27,10,2018,2,13,2.93
27,10,2018,2,14,2.94
27,10,2018,2,15,2.94
27,10,2018,2,16,2.94
27,10,2018,2,17,2.96
27,10,2018,2,18,2.92
27,10,2018,2,19,2.93
27,10,2018,2,20,2.95
27,10,2018,2,21,2.92
27,10,2018,2,22,2.91
27,10,2018,2,23,2.93
27,10,2018,2,24,2.95
27,10,2018,2,25,2.94
27,10,2018,2,26,2.95
27,10,2018,2,27,2.97
27,10,2018,2,28,2.97
27,10,2018,2,29,2.97
27,10,2018,2,30,2.98
27,10,2018,2,31,2.97
27,10,2018,2,32,2.97
27,10,2018,2,33,2.97
27,10,2018,2,34,2.99
27,10,2018,2,35,2.99
27,10,2018,2,36,2.99
27,10,2018,2,37,3
27,10,2018,2,38,2.99
27,10,2018,2,39,2.99
27,10,2018,2,40,3
27,10,2018,2,41,3.01
27,10,2018,2,42,3
27,10,2018,2,43,3.01
27,10,2018,2,44,3.02
27,10,2018,2,45,3.02
27,10,2018,2,46,3.03
27,10,2018,2,47,3.01
27,10,2018,2,48,3
27,10,2018,2,49,2.99
27,10,2018,2,50,2.99
27,10,2018,2,51,2.99
27,10,2018,2,52,2.96
27,10,2018,2,53,2.98
27,10,2018,2,54,3.01
27,10,2018,2,55,3.03
27,10,2018,2,56,3.03
27,10,2018,2,57,3.04
27,10,2018,2,58,3.03
27,10,2018,2,59,3.03
27,10,2018,3,0,3.02
27,10,2018,3,1,3.02
27,10,2018,3,2,3.03
27,10,2018,3,3,3
27,10,2018,3,4,3.04
27,10,2018,3,5,3.05
27,10,2018,3,6,3.02
27,10,2018,3,7,3.07
27,10,2018,3,8,3.05
27,10,2018,3,9,3.06
27,10,2018,3,10,3.05
27,10,2018,3,11,3.05
27,10,2018,3,12,3.07
27,10,2018,3,13,3.05
27,10,2018,3,14,3.03
27,10,2018,3,15,3.06
27,10,2018,3,16,3.04
27,10,2018,3,17,3.01
27,10,2018,3,18,3.01
27,10,2018,3,19,3.05
27,10,2018,3,20,3.05
27,10,2018,3,21,3.04
27,10,2018,3,22,3.07
27,10,2018,3,23,3.05
27,10,2018,3,24,3.04
27,10,2018,3,25,3.06
27,10,2018,3,26,3.06
27,10,2018,3,27,3.03
27,10,2018,3,28,3.05
27,10,2018,3,29,3.05
27,10,2018,3,30,3.05
27,10,2018,3,31,3.06
27,10,2018,3,32,3.01
27,10,2018,3,33,3.05
27,10,2018,3,34,3.02
27,10,2018,3,35,3.03
27,10,2018,3,36,3.04
27,10,2018,3,37,3.03
27,10,2018,3,38,3.03
27,10,2018,3,39,3.06
27,10,2018,3,40,3.07
27,10,2018,3,41,3.05
27,10,2018,3,42,3.04
27,10,2018,3,43,3.05
27,10,2018,3,44,3.06
27,10,2018,3,45,3.03
27,10,2018,3,46,3.02
27,10,2018,3,47,3.05
27,10,2018,3,48,3.03
27,10,2018,3,49,3.04
27,10,2018,3,50,3.04
27,10,2018,3,51,3.07
27,10,2018,3,52,3.04
27,10,2018,3,53,3.04
27,10,2018,3,54,3.05
27,10,2018,3,55,3.04
27,10,2018,3,56,3.02
27,10,2018,3,57,3.03
27,10,2018,3,58,3.03
27,10,2018,3,59,3.01
27,10,2018,4,0,3.02
27,10,2018,4,1,3.02
27,10,2018,4,2,3.01
27,10,2018,4,3,3
27,10,2018,4,4,2.99
27,10,2018,4,5,3.02
27,10,2018,4,6,3
27,10,2018,4,7,2.99
27,10,2018,4,8,3
27,10,2018,4,9,3
27,10,2018,4,10,2.99
27,10,2018,4,11,2.99
27,10,2018,4,12,3
27,10,2018,4,13,2.99
27,10,2018,4,14,3
27,10,2018,4,15,3
27,10,2018,4,16,2.98
27,10,2018,4,17,2.99
27,10,2018,4,18,2.98
27,10,2018,4,19,2.98
27,10,2018,4,20,2.97
27,10,2018,4,21,2.99
27,10,2018,4,22,2.98
27,10,2018,4,23,2.98
27,10,2018,4,24,3
27,10,2018,4,25,2.99
27,10,2018,4,26,2.95
27,10,2018,4,27,2.96
27,10,2018,4,28,2.94
27,10,2018,4,29,2.93
27,10,2018,4,30,2.93
27,10,2018,4,31,2.92
27,10,2018,4,32,2.92
27,10,2018,4,33,2.95
27,10,2018,4,34,2.93
27,10,2018,4,35,2.95
27,10,2018,4,36,2.96
27,10,2018,4,37,2.95
27,10,2018,4,38,2.93
27,10,2018,4,39,2.93
27,10,2018,4,40,2.91
27,10,2018,4,41,2.91
27,10,2018,4,42,2.92
27,10,2018,4,43,2.92
27,10,2018,4,44,2.9
27,10,2018,4,45,2.92
27,10,2018,4,46,2.9
27,10,2018,4,47,2.9
27,10,2018,4,48,2.93
27,10,2018,4,49,2.89
27,10,2018,4,50,2.91
27,10,2018,4,51,2.9
27,10,2018,4,52,2.91
27,10,2018,4,53,2.9
27,10,2018,4,54,2.91
27,10,2018,4,55,2.89
27,10,2018,4,56,2.89
27,10,2018,4,57,2.87
27,10,2018,4,58,2.84
27,10,2018,4,59,2.88
27,10,2018,5,0,2.86
27,10,2018,5,1,2.84
27,10,2018,5,2,2.84
27,10,2018,5,3,2.85
27,10,2018,5,4,2.85
27,10,2018,5,5,2.85
27,10,2018,5,6,2.88
27,10,2018,5,7,2.85
27,10,2018,5,8,2.82
27,10,2018,5,9,2.85
27,10,2018,5,10,2.82
27,10,2018,5,11,2.79
27,10,2018,5,12,2.79
27,10,2018,5,13,2.81
27,10,2018,5,14,2.8
27,10,2018,5,15,2.76
27,10,2018,5,16,2.78
27,10,2018,5,17,2.77
27,10,2018,5,18,2.78
27,10,2018,5,19,2.79
27,10,2018,5,20,2.8
27,10,2018,5,21,2.79
27,10,2018,5,22,2.78
27,10,2018,5,23,2.78
27,10,2018,5,24,2.77
27,10,2018,5,25,2.76
27,10,2018,5,26,2.74
27,10,2018,5,27,2.76
27,10,2018,5,28,2.74
27,10,2018,5,29,2.75
27,10,2018,5,30,2.74
27,10,2018,5,31,2.74
27,10,2018,5,32,2.74
27,10,2018,5,33,2.73
27,10,2018,5,34,2.74
27,10,2018,5,35,2.74
27,10,2018,5,36,2.72
27,10,2018,5,37,2.73
27,10,2018,5,38,2.7
27,10,2018,5,39,2.69
27,10,2018,5,40,2.68
27,10,2018,5,41,2.66
27,10,2018,5,42,2.66
27,10,2018,5,43,2.66
27,10,2018,5,44,2.65
27,10,2018,5,45,2.63
27,10,2018,5,46,2.65
27,10,2018,5,47,2.65
27,10,2018,5,48,2.63
27,10,2018,5,49,2.64
27,10,2018,5,50,2.68
27,10,2018,5,51,2.64
27,10,2018,5,52,2.63
27,10,2018,5,53,2.64
27,10,2018,5,54,2.62
27,10,2018,5,55,2.61
27,10,2018,5,56,2.58
27,10,2018,5,57,2.6
27,10,2018,5,58,2.58
27,10,2018,6,4,2.57
27,10,2018,6,5,2.6
27,10,2018,6,6,2.57
