Time (UTC)	prs(m)	rad(m)
2019-11-28 11:01:29	1.977	2.965
2019-11-28 11:02:29	1.978	2.966
2019-11-28 11:03:29	1.985	2.973
2019-11-28 11:04:29	1.994	2.982
2019-11-28 11:05:29	1.985	2.973
2019-11-28 11:06:29	2.01	2.999
2019-11-28 11:07:29	2.019	3.007
2019-11-28 11:08:29	2.024	3.013
2019-11-28 11:09:29	2.025	3.014
2019-11-28 11:10:29	2.016	3.004
2019-11-28 11:11:29	2.014	3.002
2019-11-28 11:12:29	2.033	3.022
2019-11-28 11:13:29	2.023	3.012
2019-11-28 11:14:29	2.061	3.049
2019-11-28 11:15:29	2.04	3.029
2019-11-28 11:16:29	2.064	3.052
2019-11-28 11:17:29	2.054	3.043
2019-11-28 11:18:29	2.055	3.043
2019-11-28 11:19:29	2.035	3.023
2019-11-28 11:20:29	2.043	3.031
2019-11-28 11:21:29	2.059	3.047
2019-11-28 11:22:29	2.083	3.071
2019-11-28 11:23:29	2.067	3.055
2019-11-28 11:24:29	2.055	3.044
2019-11-28 11:25:29	2.086	3.075
2019-11-28 11:26:29	2.055	3.043
2019-11-28 11:27:29	2.052	3.041
2019-11-28 11:28:29	2.046	3.035
2019-11-28 11:29:29	2.068	3.056
2019-11-28 11:30:29	2.056	3.044
2019-11-28 11:31:29	2.092	3.08
2019-11-28 11:32:29	2.085	3.073
2019-11-28 11:33:29	2.067	3.056
2019-11-28 11:34:29	2.066	3.054
2019-11-28 11:35:29	2.082	3.07
2019-11-28 11:36:29	2.102	3.09
2019-11-28 11:37:29	2.076	3.065
2019-11-28 11:38:29	2.061	3.05
2019-11-28 11:39:29	2.068	3.057
2019-11-28 11:40:29	2.111	3.1
2019-11-28 11:41:29	2.114	3.102
2019-11-28 11:42:29	2.165	3.153
2019-11-28 11:43:29	2.182	3.171
2019-11-28 11:44:29	2.132	3.12
2019-11-28 11:45:29	2.131	3.119
2019-11-28 11:46:29	2.17	3.158
2019-11-28 11:47:29	2.143	3.132
2019-11-28 11:48:29	2.118	3.106
2019-11-28 11:49:29	2.135	3.124
2019-11-28 11:50:29	2.129	3.118
2019-11-28 11:51:29	2.144	3.132
2019-11-28 11:52:29	2.18	3.169
2019-11-28 11:53:29	2.149	3.138
2019-11-28 11:54:29	2.146	3.135
2019-11-28 11:55:29	2.186	3.175
2019-11-28 11:56:29	2.185	3.174
2019-11-28 11:57:29	2.173	3.161
2019-11-28 11:58:29	2.164	3.153
2019-11-28 11:59:29	2.114	3.102
2019-11-28 12:00:29	2.146	3.134
2019-11-28 12:01:29	2.178	3.166
2019-11-28 12:02:29	2.17	3.159
2019-11-28 12:03:29	2.171	3.159
2019-11-28 12:04:29	2.135	3.124
2019-11-28 12:05:29	2.193	3.181
2019-11-28 12:06:29	2.172	3.161
2019-11-28 12:07:29	2.188	3.176
2019-11-28 12:08:29	2.146	3.135
2019-11-28 12:09:29	2.168	3.157
2019-11-28 12:10:29	2.182	3.171
2019-11-28 12:11:29	2.166	3.154
2019-11-28 12:12:29	2.15	3.138
2019-11-28 12:13:29	2.208	3.197
2019-11-28 12:14:29	2.224	3.213
2019-11-28 12:15:29	2.173	3.162
2019-11-28 12:16:29	2.233	3.222
2019-11-28 12:17:29	2.256	3.244
2019-11-28 12:18:29	2.219	3.207
2019-11-28 12:19:29	2.198	3.187
2019-11-28 12:20:29	2.255	3.243
2019-11-28 12:21:29	2.222	3.211
2019-11-28 12:22:29	2.28	3.269
2019-11-28 12:23:29	2.261	3.25
2019-11-28 12:24:29	2.228	3.217
2019-11-28 12:25:29	2.234	3.223
2019-11-28 12:26:29	2.305	3.294
2019-11-28 12:27:29	2.268	3.256
2019-11-28 12:28:29	2.326	3.315
2019-11-28 12:29:29	2.272	3.26
2019-11-28 12:30:29	2.295	3.284
2019-11-28 12:31:29	2.304	3.292
2019-11-28 12:32:29	2.3	3.288
2019-11-28 12:33:29	2.278	3.267
2019-11-28 12:34:29	2.284	3.272
2019-11-28 12:35:29	2.336	3.324
2019-11-28 12:36:29	2.333	3.321
2019-11-28 12:37:29	2.347	3.336
2019-11-28 12:38:29	2.377	3.366
2019-11-28 12:39:29	2.307	3.295
2019-11-28 12:40:29	2.32	3.308
2019-11-28 12:41:29	2.302	3.29
2019-11-28 12:42:29	2.332	3.321
2019-11-28 12:43:29	2.341	3.33
2019-11-28 12:44:29	2.372	3.36
2019-11-28 12:45:29	2.349	3.337
2019-11-28 12:46:29	2.353	3.341
2019-11-28 12:47:29	2.412	3.401
2019-11-28 12:48:29	2.408	3.396
2019-11-28 12:49:29	2.357	3.345
2019-11-28 12:50:29	2.36	3.349
2019-11-28 12:51:29	2.368	3.357
2019-11-28 12:52:29	2.351	3.34
2019-11-28 12:53:29	2.389	3.377
2019-11-28 12:54:29	2.374	3.363
2019-11-28 12:55:29	2.377	3.366
2019-11-28 12:56:29	2.368	3.357
2019-11-28 12:57:29	2.36	3.349
2019-11-28 12:58:29	2.394	3.383
2019-11-28 12:59:29	2.396	3.384
2019-11-28 13:00:29	2.414	3.403
2019-11-28 13:01:29	2.428	3.416
2019-11-28 13:02:29	2.397	3.386
2019-11-28 13:03:29	2.456	3.445
2019-11-28 13:04:29	2.464	3.453
2019-11-28 13:05:29	2.439	3.427
2019-11-28 13:06:29	2.429	3.417
2019-11-28 13:07:29	2.477	3.466
2019-11-28 13:08:29	2.416	3.404
2019-11-28 13:09:29	2.468	3.457
2019-11-28 13:10:29	2.466	3.454
2019-11-28 13:11:29	2.486	3.475
2019-11-28 13:12:29	2.453	3.441
2019-11-28 13:13:29	2.448	3.436
2019-11-28 13:14:29	2.485	3.474
2019-11-28 13:15:29	2.494	3.483
2019-11-28 13:16:29	2.533	3.522
2019-11-28 13:17:29	2.5	3.489
2019-11-28 13:18:29	2.47	3.459
2019-11-28 13:19:29	2.521	3.509
2019-11-28 13:20:29	2.46	3.449
2019-11-28 13:21:29	2.512	3.501
2019-11-28 13:22:29	2.536	3.525
2019-11-28 13:23:29	2.471	3.46
2019-11-28 13:24:29	2.489	3.478
2019-11-28 13:25:29	2.537	3.526
2019-11-28 13:26:29	2.529	3.518
2019-11-28 13:27:29	2.53	3.518
2019-11-28 13:28:29	2.554	3.543
2019-11-28 13:29:29	2.489	3.477
2019-11-28 13:30:29	2.577	3.566
2019-11-28 13:31:29	2.556	3.545
2019-11-28 13:32:29	2.56	3.549
2019-11-28 13:33:29	2.555	3.544
2019-11-28 13:34:29	2.619	3.608
2019-11-28 13:35:29	2.564	3.552
2019-11-28 13:36:29	2.603	3.593
2019-11-28 13:37:29	2.542	3.53
2019-11-28 13:38:29	2.552	3.54
2019-11-28 13:39:29	2.535	3.524
2019-11-28 13:40:29	2.579	3.568
2019-11-28 13:41:29	2.569	3.558
2019-11-28 13:42:29	2.618	3.607
2019-11-28 13:43:29	2.651	3.64
2019-11-28 13:44:29	2.548	3.536
2019-11-28 13:45:29	2.632	3.622
2019-11-28 13:46:29	2.582	3.57
2019-11-28 13:47:29	2.58	3.568
2019-11-28 13:48:29	2.65	3.639
2019-11-28 13:49:29	2.623	3.612
2019-11-28 13:50:29	2.618	3.606
2019-11-28 13:51:29	2.608	3.597
2019-11-28 13:52:29	2.626	3.615
2019-11-28 13:53:29	2.591	3.579
2019-11-28 13:54:29	2.689	3.678
2019-11-28 13:55:29	2.626	3.615
2019-11-28 13:56:29	2.666	3.655
2019-11-28 13:57:29	2.617	3.605
2019-11-28 13:58:29	2.633	3.621
2019-11-28 13:59:29	2.635	3.623
2019-11-28 14:00:29	2.634	3.622
2019-11-28 14:01:29	2.669	3.658
2019-11-28 14:02:29	2.669	3.658
2019-11-28 14:03:29	2.614	3.603
2019-11-28 14:04:29	2.607	3.596
2019-11-28 14:05:29	2.648	3.637
2019-11-28 14:06:29	2.665	3.654
2019-11-28 14:07:29	2.685	3.674
2019-11-28 14:08:29	2.713	3.702
2019-11-28 14:09:29	2.695	3.684
2019-11-28 14:10:29	2.694	3.682
2019-11-28 14:11:30	2.704	3.693
2019-11-28 14:12:29	2.673	3.661
2019-11-28 14:13:29	2.721	3.709
2019-11-28 14:14:29	2.666	3.655
2019-11-28 14:15:29	2.713	3.701
2019-11-28 14:16:29	2.667	3.656
2019-11-28 14:17:29	2.692	3.68
2019-11-28 14:18:29	2.695	3.684
2019-11-28 14:19:29	2.696	3.685
2019-11-28 14:20:29	2.679	3.668
2019-11-28 14:21:29	2.677	3.665
2019-11-28 14:22:29	2.72	3.708
2019-11-28 14:23:29	2.695	3.683
2019-11-28 14:24:29	2.681	3.669
2019-11-28 14:25:29	2.74	3.728
2019-11-28 14:26:29	2.728	3.716
2019-11-28 14:27:29	2.724	3.713
2019-11-28 14:28:29	2.733	3.721
2019-11-28 14:29:29	2.791	3.781
2019-11-28 14:30:29	2.758	3.746
2019-11-28 14:31:29	2.706	3.695
2019-11-28 14:32:29	2.75	3.739
2019-11-28 14:33:29	2.736	3.725
2019-11-28 14:34:29	2.824	3.814
2019-11-28 14:35:29	2.715	3.704
2019-11-28 14:36:29	2.712	3.701
2019-11-28 14:37:29	2.74	3.729
2019-11-28 14:38:29	2.757	3.745
2019-11-28 14:39:29	2.765	3.754
2019-11-28 14:40:29	2.729	3.717
2019-11-28 14:41:29	2.77	3.758
2019-11-28 14:42:29	2.679	3.667
2019-11-28 14:43:29	2.776	3.764
2019-11-28 14:44:29	2.777	3.765
2019-11-28 14:45:29	2.772	3.76
2019-11-28 14:46:29	2.73	3.718
2019-11-28 14:47:29	2.815	3.805
2019-11-28 14:48:29	2.789	3.778
2019-11-28 14:49:29	2.784	3.773
2019-11-28 14:50:29	2.773	3.761
2019-11-28 14:51:29	2.727	3.715
2019-11-28 14:52:29	2.762	3.751
2019-11-28 14:53:29	2.746	3.734
2019-11-28 14:54:29	2.775	3.764
2019-11-28 14:55:29	2.809	3.798
2019-11-28 14:56:29	2.798	3.787
2019-11-28 14:57:29	2.787	3.776
2019-11-28 14:58:29	2.813	3.802
2019-11-28 14:59:29	2.759	3.747
2019-11-28 15:00:29	2.749	3.738
2019-11-28 15:01:29	2.764	3.753
2019-11-28 15:02:29	2.792	3.78
2019-11-28 15:03:29	2.774	3.763
2019-11-28 15:04:29	2.767	3.755
2019-11-28 15:05:29	2.759	3.748
2019-11-28 15:06:29	2.787	3.776
2019-11-28 15:07:29	2.815	3.804
2019-11-28 15:08:29	2.758	3.747
2019-11-28 15:09:29	2.874	3.864
2019-11-28 15:10:29	2.8	3.789
2019-11-28 15:11:29	2.744	3.733
2019-11-28 15:12:29	2.789	3.778
2019-11-28 15:13:29	2.8	3.788
2019-11-28 15:14:29	2.798	3.786
2019-11-28 15:15:29	2.704	3.692
2019-11-28 15:16:29	2.797	3.786
2019-11-28 15:17:29	2.802	3.791
2019-11-28 15:18:29	2.764	3.753
2019-11-28 15:19:29	2.836	3.825
2019-11-28 15:20:29	2.816	3.805
2019-11-28 15:21:29	2.766	3.755
2019-11-28 15:22:29	2.854	3.843
2019-11-28 15:23:29	2.789	3.778
2019-11-28 15:24:29	2.841	3.83
2019-11-28 15:25:29	2.78	3.768
2019-11-28 15:26:29	2.858	3.848
2019-11-28 15:27:29	2.855	3.843
2019-11-28 15:28:29	2.805	3.794
2019-11-28 15:29:29	2.794	3.783
2019-11-28 15:30:29	2.803	3.792
2019-11-28 15:31:29	2.794	3.783
2019-11-28 15:32:29	2.859	3.848
2019-11-28 15:33:29	2.792	3.781
2019-11-28 15:34:29	2.762	3.751
2019-11-28 15:35:29	2.827	3.816
2019-11-28 15:36:29	2.77	3.759
2019-11-28 15:37:29	2.83	3.819
2019-11-28 15:38:29	2.779	3.767
2019-11-28 15:39:29	2.784	3.772
2019-11-28 15:40:29	2.815	3.804
2019-11-28 15:41:29	2.79	3.779
2019-11-28 15:42:29	2.785	3.774
2019-11-28 15:43:29	2.808	3.797
2019-11-28 15:44:29	2.785	3.773
2019-11-28 15:45:29	2.773	3.762
2019-11-28 15:46:29	2.749	3.738
2019-11-28 15:47:29	2.783	3.772
2019-11-28 15:48:29	2.733	3.722
2019-11-28 15:49:29	2.766	3.755
2019-11-28 15:50:29	2.804	3.793
2019-11-28 15:51:29	2.784	3.773
2019-11-28 15:52:29	2.762	3.75
2019-11-28 15:53:29	2.807	3.796
2019-11-28 15:54:29	2.765	3.754
2019-11-28 15:55:29	2.749	3.738
2019-11-28 15:56:29	2.765	3.753
2019-11-28 15:57:29	2.808	3.796
2019-11-28 15:58:29	2.813	3.801
2019-11-28 15:59:29	2.774	3.762
2019-11-28 16:00:29	2.823	3.812
2019-11-28 16:01:29	2.814	3.803
2019-11-28 16:02:29	2.749	3.738
2019-11-28 16:03:29	2.766	3.755
2019-11-28 16:04:29	2.791	3.78
2019-11-28 16:05:29	2.723	3.712
2019-11-28 16:06:29	2.777	3.766
2019-11-28 16:07:29	2.8	3.788
2019-11-28 16:08:29	2.769	3.758
2019-11-28 16:09:29	2.757	3.745
2019-11-28 16:10:29	2.802	3.791
2019-11-28 16:11:29	2.805	3.793
2019-11-28 16:12:29	2.763	3.752
2019-11-28 16:13:29	2.774	3.762
2019-11-28 16:14:29	2.794	3.783
2019-11-28 16:15:29	2.767	3.756
2019-11-28 16:16:29	2.753	3.741
2019-11-28 16:17:29	2.754	3.743
2019-11-28 16:18:29	2.757	3.745
2019-11-28 16:19:29	2.76	3.748
2019-11-28 16:20:29	2.782	3.771
2019-11-28 16:21:29	2.746	3.735
2019-11-28 16:22:29	2.743	3.732
2019-11-28 16:23:29	2.791	3.78
2019-11-28 16:24:29	2.722	3.71
2019-11-28 16:25:29	2.732	3.72
2019-11-28 16:26:29	2.757	3.745
2019-11-28 16:27:29	2.783	3.772
2019-11-28 16:28:29	2.69	3.679
2019-11-28 16:29:29	2.727	3.716
2019-11-28 16:30:29	2.772	3.761
2019-11-28 16:31:29	2.754	3.742
2019-11-28 16:32:29	2.726	3.714
2019-11-28 16:33:29	2.743	3.732
2019-11-28 16:34:29	2.682	3.671
2019-11-28 16:35:29	2.698	3.686
2019-11-28 16:36:29	2.708	3.697
2019-11-28 16:37:29	2.727	3.715
2019-11-28 16:38:29	2.699	3.688
2019-11-28 16:39:29	2.678	3.667
2019-11-28 16:40:29	2.705	3.694
2019-11-28 16:41:29	2.698	3.686
2019-11-28 16:42:29	2.723	3.712
2019-11-28 16:43:29	2.687	3.676
2019-11-28 16:44:29	2.69	3.679
2019-11-28 16:45:29	2.683	3.671
2019-11-28 16:46:29	2.741	3.73
2019-11-28 16:47:29	2.71	3.699
2019-11-28 16:48:29	2.657	3.645
2019-11-28 16:49:29	2.707	3.695
2019-11-28 16:50:29	2.669	3.657
2019-11-28 16:51:29	2.733	3.722
2019-11-28 16:52:29	2.705	3.694
2019-11-28 16:53:29	2.69	3.678
2019-11-28 16:54:29	2.674	3.662
2019-11-28 16:55:29	2.675	3.664
2019-11-28 16:56:29	2.681	3.67
2019-11-28 16:57:29	2.666	3.655
2019-11-28 16:58:29	2.66	3.648
2019-11-28 16:59:29	2.668	3.656
2019-11-28 17:00:29	2.669	3.657
2019-11-28 17:01:29	2.672	3.661
2019-11-28 17:02:29	2.649	3.637
2019-11-28 17:03:30	2.636	3.624
2019-11-28 17:04:29	2.631	3.619
2019-11-28 17:05:30	2.622	3.61
2019-11-28 17:06:29	2.678	3.667
2019-11-28 17:07:29	2.638	3.627
2019-11-28 17:08:30	2.702	3.69
2019-11-28 17:09:30	2.616	3.605
2019-11-28 17:10:30	2.612	3.6
2019-11-28 17:11:29	2.644	3.633
2019-11-28 17:12:30	2.616	3.604
2019-11-28 17:13:29	2.641	3.629
2019-11-28 17:14:29	2.583	3.571
2019-11-28 17:15:30	2.636	3.624
2019-11-28 17:16:29	2.577	3.565
2019-11-28 17:17:30	2.64	3.629
2019-11-28 17:18:29	2.595	3.584
2019-11-28 17:19:31	2.592	3.581
2019-11-28 17:20:30	2.62	3.608
2019-11-28 17:21:30	2.583	3.571
2019-11-28 17:22:30	2.572	3.561
2019-11-28 17:23:30	2.588	3.577
2019-11-28 17:24:30	2.611	3.599
2019-11-28 17:25:30	2.605	3.593
2019-11-28 17:26:30	2.572	3.561
2019-11-28 17:27:30	2.592	3.58
2019-11-28 17:28:30	2.531	3.518
2019-11-28 17:29:29	2.574	3.563
2019-11-28 17:30:29	2.561	3.549
2019-11-28 17:31:29	2.581	3.569
2019-11-28 17:32:29	2.573	3.562
2019-11-28 17:33:29	2.541	3.528
2019-11-28 17:34:29	2.592	3.581
2019-11-28 17:35:29	2.549	3.537
2019-11-28 17:36:29	2.527	3.515
2019-11-28 17:37:29	2.578	3.566
2019-11-28 17:38:29	2.538	3.526
2019-11-28 17:39:29	2.551	3.539
2019-11-28 17:40:29	2.531	3.518
2019-11-28 17:41:29	2.516	3.504
2019-11-28 17:42:29	2.5	3.487
2019-11-28 17:43:29	2.532	3.52
2019-11-28 17:44:29	2.492	3.48
2019-11-28 17:45:29	2.5	3.488
2019-11-28 17:46:29	2.504	3.492
2019-11-28 17:47:29	2.474	3.461
2019-11-28 17:48:29	2.473	3.461
2019-11-28 17:49:29	2.468	3.456
2019-11-28 17:50:29	2.462	3.45
2019-11-28 17:51:29	2.453	3.441
2019-11-28 17:52:29	2.447	3.435
2019-11-28 17:53:29	2.489	3.477
2019-11-28 17:54:29	2.473	3.461
2019-11-28 17:55:29	2.432	3.419
2019-11-28 17:56:29	2.473	3.462
2019-11-28 17:57:29	2.452	3.44
2019-11-28 17:58:29	2.433	3.421
2019-11-28 17:59:29	2.435	3.423
2019-11-28 18:00:29	2.449	3.437
2019-11-28 18:01:29	2.416	3.404
2019-11-28 18:02:29	2.398	3.386
2019-11-28 18:03:29	2.444	3.433
2019-11-28 18:04:29	2.413	3.401
2019-11-28 18:05:29	2.402	3.39
2019-11-28 18:06:29	2.449	3.437
2019-11-28 18:07:29	2.397	3.385
2019-11-28 18:08:29	2.366	3.354
2019-11-28 18:09:29	2.4	3.389
2019-11-28 18:10:29	2.418	3.406
2019-11-28 18:11:29	2.388	3.376
2019-11-28 18:12:29	2.409	3.397
2019-11-28 18:13:29	2.362	3.349
2019-11-28 18:14:29	2.372	3.361
2019-11-28 18:15:29	2.405	3.393
2019-11-28 18:16:29	2.38	3.368
2019-11-28 18:17:29	2.425	3.413
2019-11-28 18:18:29	2.361	3.349
2019-11-28 18:19:29	2.368	3.357
2019-11-28 18:20:29	2.399	3.387
2019-11-28 18:21:29	2.388	3.376
2019-11-28 18:22:29	2.338	3.326
2019-11-28 18:23:29	2.35	3.338
2019-11-28 18:24:29	2.369	3.357
2019-11-28 18:25:29	2.378	3.367
2019-11-28 18:26:29	2.352	3.339
2019-11-28 18:27:29	2.338	3.326
2019-11-28 18:28:29	2.365	3.353
2019-11-28 18:29:29	2.316	3.305
2019-11-28 18:30:29	2.29	3.277
2019-11-28 18:31:29	2.349	3.337
2019-11-28 18:32:29	2.29	3.278
2019-11-28 18:33:29	2.292	3.28
2019-11-28 18:34:29	2.308	3.296
2019-11-28 18:35:29	2.265	3.253
2019-11-28 18:36:29	2.278	3.267
2019-11-28 18:37:29	2.297	3.285
2019-11-28 18:38:29	2.277	3.264
2019-11-28 18:39:29	2.293	3.281
2019-11-28 18:40:29	2.24	3.228
2019-11-28 18:41:29	2.239	3.227
2019-11-28 18:42:29	2.26	3.248
2019-11-28 18:43:29	2.282	3.27
2019-11-28 18:44:29	2.247	3.235
2019-11-28 18:45:29	2.263	3.251
2019-11-28 18:46:29	2.281	3.269
2019-11-28 18:47:29	2.251	3.239
2019-11-28 18:48:29	2.249	3.236
2019-11-28 18:49:29	2.246	3.234
2019-11-28 18:50:29	2.247	3.236
2019-11-28 18:51:29	2.283	3.271
2019-11-28 18:52:29	2.229	3.217
2019-11-28 18:53:29	2.244	3.233
2019-11-28 18:54:29	2.222	3.21
2019-11-28 18:55:29	2.209	3.197
2019-11-28 18:56:29	2.227	3.215
2019-11-28 18:57:29	2.178	3.166
2019-11-28 18:58:29	2.225	3.213
2019-11-28 18:59:29	2.208	3.196
2019-11-28 19:00:29	2.197	3.186
2019-11-28 19:01:29	2.197	3.185
2019-11-28 19:02:29	2.197	3.185
2019-11-28 19:03:29	2.211	3.199
2019-11-28 19:04:29	2.202	3.19
2019-11-28 19:05:29	2.211	3.199
2019-11-28 19:06:29	2.17	3.158
2019-11-28 19:07:29	2.209	3.198
2019-11-28 19:08:29	2.194	3.182
2019-11-28 19:09:29	2.225	3.213
2019-11-28 19:10:29	2.184	3.172
2019-11-28 19:11:29	2.159	3.147
2019-11-28 19:12:29	2.159	3.147
2019-11-28 19:13:29	2.166	3.154
2019-11-28 19:14:29	2.182	3.17
2019-11-28 19:15:29	2.134	3.123
2019-11-28 19:16:29	2.137	3.125
2019-11-28 19:17:29	2.124	3.112
2019-11-28 19:18:29	2.109	3.098
2019-11-28 19:19:29	2.118	3.106
2019-11-28 19:20:29	2.1	3.088
2019-11-28 19:21:29	2.145	3.133
2019-11-28 19:22:29	2.115	3.103
2019-11-28 19:23:29	2.099	3.086
2019-11-28 19:24:29	2.139	3.127
2019-11-28 19:25:29	2.12	3.108
2019-11-28 19:26:29	2.151	3.14
2019-11-28 19:27:29	2.171	3.16
2019-11-28 19:28:29	2.124	3.112
2019-11-28 19:29:29	2.102	3.09
2019-11-28 19:30:29	2.124	3.112
2019-11-28 19:31:29	2.14	3.127
2019-11-28 19:32:29	2.093	3.081
2019-11-28 19:33:29	2.11	3.099
2019-11-28 19:34:29	2.104	3.092
2019-11-28 19:35:29	2.103	3.091
2019-11-28 19:36:29	2.091	3.079
2019-11-28 19:37:29	2.075	3.063
2019-11-28 19:38:29	2.096	3.084
2019-11-28 19:39:29	2.083	3.071
2019-11-28 19:40:29	2.089	3.077
2019-11-28 19:41:29	2.095	3.083
2019-11-28 19:42:29	2.096	3.084
2019-11-28 19:43:29	2.094	3.082
2019-11-28 19:44:29	2.097	3.085
2019-11-28 19:45:29	2.069	3.057
2019-11-28 19:46:29	2.076	3.064
2019-11-28 19:47:29	2.061	3.049
2019-11-28 19:48:29	2.088	3.076
2019-11-28 19:49:29	2.082	3.07
2019-11-28 19:50:29	2.067	3.055
2019-11-28 19:51:29	2.071	3.059
2019-11-28 19:52:29	2.069	3.057
2019-11-28 19:53:29	2.075	3.063
2019-11-28 19:54:29	2.07	3.058
2019-11-28 19:55:29	2.062	3.05
2019-11-28 19:56:29	2.101	3.089
2019-11-28 19:57:29	2.066	3.054
2019-11-28 19:58:29	2.068	3.056
2019-11-28 19:59:29	2.065	3.053
2019-11-28 20:00:29	2.058	3.046
2019-11-28 20:01:29	2.072	3.06
2019-11-28 20:02:29	2.065	3.053
2019-11-28 20:03:29	2.054	3.042
2019-11-28 20:04:29	2.059	3.046
2019-11-28 20:05:29	2.05	3.038
2019-11-28 20:06:29	2.041	3.029
2019-11-28 20:07:29	2.047	3.035
2019-11-28 20:08:29	2.046	3.034
2019-11-28 20:09:29	2.043	3.031
2019-11-28 20:10:29	2.04	3.027
2019-11-28 20:11:29	2.061	3.049
2019-11-28 20:12:29	2.047	3.035
2019-11-28 20:13:29	2.05	3.038
2019-11-28 20:14:29	2.041	3.029
2019-11-28 20:15:29	2.047	3.036
2019-11-28 20:16:29	2.038	3.026
2019-11-28 20:17:29	2.036	3.024
2019-11-28 20:18:29	2.035	3.022
2019-11-28 20:19:29	2.032	3.02
2019-11-28 20:20:29	2.034	3.022
2019-11-28 20:21:29	2.032	3.02
2019-11-28 20:22:29	2.033	3.021
2019-11-28 20:23:29	2.03	3.018
2019-11-28 20:24:29	2.028	3.016
2019-11-28 20:25:29	2.024	3.012
2019-11-28 20:26:29	2.025	3.013
2019-11-28 20:27:29	2.054	3.042
2019-11-28 20:28:29	2.039	3.027
2019-11-28 20:29:29	2.031	3.019
2019-11-28 20:30:29	2.056	3.044
2019-11-28 20:31:29	2.046	3.034
2019-11-28 20:32:29	2.043	3.031
2019-11-28 20:33:29	2.049	3.037
2019-11-28 20:34:29	2.037	3.025
2019-11-28 20:35:29	2.042	3.03
2019-11-28 20:36:29	2.035	3.023
2019-11-28 20:37:29	2.033	3.022
2019-11-28 20:38:29	2.026	3.014
2019-11-28 20:39:29	2.022	3.01
2019-11-28 20:40:29	2.017	3.005
2019-11-28 20:41:29	2.019	3.007
2019-11-28 20:42:29	2.023	3.011
2019-11-28 20:43:29	2.016	3.005
2019-11-28 20:44:29	2.033	3.021
2019-11-28 20:45:29	2.028	3.017
2019-11-28 20:46:29	2.032	3.021
2019-11-28 20:47:29	2.024	3.012
2019-11-28 20:48:29	2.015	3.003
2019-11-28 20:49:29	2.016	3.004
2019-11-28 20:50:29	2.012	3
2019-11-28 20:51:29	2.01	2.999
2019-11-28 20:52:29	2.005	2.993
2019-11-28 20:53:29	2.003	2.992
2019-11-28 20:54:29	2.005	2.993
2019-11-28 20:55:29	2.004	2.992
2019-11-28 20:56:29	1.998	2.986
2019-11-28 20:57:29	1.996	2.985
2019-11-28 20:58:29	1.994	2.983
2019-11-28 20:59:29	1.991	2.98
2019-11-28 21:00:29	1.989	2.977
2019-11-28 21:01:29	1.989	2.978
2019-11-28 21:02:29	1.988	2.977
2019-11-28 21:03:29	1.985	2.973
2019-11-28 21:04:29	1.983	2.971
2019-11-28 21:05:29	1.986	2.974
2019-11-28 21:06:29	1.984	2.973
2019-11-28 21:07:29	1.982	2.971
2019-11-28 21:08:29	1.989	2.977
2019-11-28 21:09:29	1.993	2.981
2019-11-28 21:10:29	1.99	2.978
2019-11-28 21:11:29	2.007	2.996
2019-11-28 21:12:29	1.998	2.986
2019-11-28 21:13:29	1.994	2.982
2019-11-28 21:14:29	1.99	2.978
2019-11-28 21:15:29	1.986	2.974
2019-11-28 21:16:29	1.981	2.97
2019-11-28 21:17:29	1.979	2.968
2019-11-28 21:18:29	1.982	2.97
2019-11-28 21:19:29	1.986	2.975
2019-11-28 21:20:29	1.982	2.971
2019-11-28 21:21:29	1.992	2.98
2019-11-28 21:22:29	1.99	2.978
2019-11-28 21:23:29	1.984	2.973
2019-11-28 21:24:29	2.003	2.992
2019-11-28 21:25:29	1.993	2.981
2019-11-28 21:26:29	1.983	2.971
2019-11-28 21:27:29	1.984	2.972
2019-11-28 21:28:29	1.986	2.974
2019-11-28 21:29:29	1.989	2.978
2019-11-28 21:30:29	2.006	2.994
2019-11-28 21:31:29	1.995	2.983
2019-11-28 21:32:29	1.988	2.977
2019-11-28 21:33:29	1.984	2.972
2019-11-28 21:34:29	1.987	2.975
2019-11-28 21:35:29	2.001	2.989
2019-11-28 21:36:29	1.995	2.983
2019-11-28 21:37:29	2.01	2.998
2019-11-28 21:38:29	2.034	3.023
2019-11-28 21:39:29	2.033	3.021
2019-11-28 21:40:29	2.015	3.003
2019-11-28 21:41:29	2.002	2.99
2019-11-28 21:42:29	1.998	2.986
2019-11-28 21:43:29	1.998	2.987
2019-11-28 21:44:29	1.993	2.981
2019-11-28 21:45:29	2.009	2.997
2019-11-28 21:46:29	2.011	2.999
2019-11-28 21:47:29	1.998	2.986
2019-11-28 21:48:29	1.992	2.98
2019-11-28 21:49:29	1.988	2.976
2019-11-28 21:50:29	1.984	2.973
2019-11-28 21:51:29	1.99	2.978
2019-11-28 21:52:29	1.993	2.981
2019-11-28 21:53:29	1.988	2.976
2019-11-28 21:54:29	1.99	2.979
2019-11-28 21:55:29	2.033	3.021
2019-11-28 21:56:29	2.033	3.021
2019-11-28 21:57:29	2.038	3.027
2019-11-28 21:58:29	2.043	3.031
2019-11-28 21:59:29	2.026	3.014
2019-11-28 22:00:29	2.021	3.009
2019-11-28 22:01:29	2.016	3.004
2019-11-28 22:02:29	2.013	3.001
2019-11-28 22:03:29	2.01	2.998
2019-11-28 22:04:29	2.024	3.012
2019-11-28 22:05:29	2.014	3.002
