Time (UTC)	prs(m)	rad(m)
2019-11-27 15:55:48	2.406	5.043
2019-11-27 15:56:48	2.378	5.04
2019-11-27 15:57:48	2.395	5.066
2019-11-27 15:58:48	2.426	5.057
2019-11-27 15:59:48	2.375	5.066
2019-11-27 16:00:48	2.41	5.046
2019-11-27 16:01:48	2.411	5.031
2019-11-27 16:02:48	2.368	5.022
2019-11-27 16:03:48	2.387	4.982
2019-11-27 16:04:48	2.344	5.043
2019-11-27 16:05:48	2.35	4.978
2019-11-27 16:06:48	2.399	4.977
2019-11-27 16:07:48	2.344	5.002
2019-11-27 16:08:48	2.318	4.985
2019-11-27 16:09:48	2.36	4.989
2019-11-27 16:10:48	2.326	5.005
2019-11-27 16:51:48	2.198	4.827
2019-11-27 16:52:48	2.16	4.837
2019-11-27 16:53:48	2.227	4.853
2019-11-27 16:54:48	2.173	4.832
2019-11-27 16:55:48	2.155	4.802
2019-11-27 16:56:48	2.219	4.779
2019-11-27 16:57:48	2.218	4.808
2019-11-27 16:58:48	2.166	4.836
2019-11-27 16:59:48	2.153	4.818
2019-11-27 17:00:48	2.149	4.827
2019-11-27 17:01:48	2.142	4.794
2019-11-27 17:02:48	2.154	4.801
2019-11-27 17:03:48	2.152	4.783
2019-11-27 17:04:48	2.111	4.756
2019-11-27 17:05:49	2.074	4.752
2019-11-27 17:06:48	2.146	4.737
2019-11-27 17:07:48	2.126	4.766
2019-11-27 17:08:49	2.08	4.752
2019-11-27 17:09:48	2.087	4.763
2019-11-27 17:10:48	2.063	4.712
2019-11-27 17:11:48	2.106	4.731
2019-11-27 17:12:48	2.033	4.726
2019-11-27 17:13:48	2.065	4.703
2019-11-27 17:14:48	2.032	4.694
2019-11-27 17:15:48	2.091	4.714
2019-11-27 17:16:48	2.072	4.708
2019-11-27 17:17:48	2.086	4.726
2019-11-27 17:18:48	2.115	4.704
2019-11-27 17:19:48	2.017	4.733
2019-11-27 17:20:48	2.025	4.717
2019-11-27 17:21:48	2.047	4.72
2019-11-27 17:22:48	2.054	4.709
2019-11-27 17:23:48	2.07	4.695
2019-11-27 17:24:48	2.062	4.699
2019-11-27 17:25:48	2.009	4.697
2019-11-27 17:26:48	2.038	4.689
2019-11-27 17:27:49	2.059	4.677
2019-11-27 17:28:48	2.066	4.644
2019-11-27 17:29:49	2.014	4.666
2019-11-27 17:30:48	1.977	4.651
2019-11-27 17:31:48	2.006	4.638
2019-11-27 17:32:48	2.012	4.659
2019-11-27 17:33:48	1.981	4.637
2019-11-27 17:34:48	2.002	4.644
2019-11-27 17:35:48	1.98	4.696
2019-11-27 17:36:48	2.01	4.613
2019-11-27 17:37:48	2.027	4.664
2019-11-27 17:38:48	1.964	4.661
2019-11-27 17:39:48	1.978	4.62
2019-11-27 17:40:48	2.029	4.638
2019-11-27 17:41:48	1.954	4.617
2019-11-27 17:42:48	1.959	4.601
2019-11-27 17:43:48	1.956	4.628
2019-11-27 17:44:48	1.922	4.623
2019-11-27 17:45:48	1.959	4.603
2019-11-27 17:46:48	1.917	4.589
2019-11-27 17:47:48	1.911	4.588
2019-11-27 17:48:49	1.893	4.545
2019-11-27 17:49:48	1.908	4.552
2019-11-27 17:50:48	1.874	4.545
2019-11-27 17:51:48	1.905	4.555
2019-11-27 17:52:48	1.909	4.567
2019-11-27 17:53:48	1.894	4.569
2019-11-27 17:54:48	1.93	4.527
2019-11-27 17:55:48	1.874	4.575
2019-11-27 17:56:48	1.882	4.553
2019-11-27 17:57:48	1.874	4.532
2019-11-27 17:58:48	1.87	4.533
2019-11-27 17:59:48	1.846	4.538
2019-11-27 18:00:48	1.889	4.516
2019-11-27 18:01:48	1.859	4.516
2019-11-27 18:02:48	1.869	4.514
2019-11-27 18:03:48	1.824	4.498
2019-11-27 18:04:48	1.872	4.529
2019-11-27 18:05:49	1.897	4.524
2019-11-27 18:06:48	1.897	4.495
2019-11-27 18:07:48	1.858	4.47
2019-11-27 18:08:48	1.807	4.479
2019-11-27 18:09:49	1.843	4.488
2019-11-27 18:10:48	1.843	4.502
2019-11-27 18:11:48	1.778	4.508
2019-11-27 18:12:48	1.835	4.477
2019-11-27 18:13:48	1.803	4.477
2019-11-27 18:14:48	1.817	4.46
2019-11-27 18:15:48	1.767	4.489
2019-11-27 18:16:49	1.798	4.501
2019-11-27 18:17:48	1.75	4.449
2019-11-27 18:18:49	1.836	4.442
2019-11-27 18:19:48	1.828	4.434
2019-11-27 18:20:48	1.786	4.429
2019-11-27 18:21:48	1.785	4.443
2019-11-27 18:22:48	1.825	4.441
2019-11-27 18:23:48	1.801	4.446
2019-11-27 18:24:48	1.777	4.449
2019-11-27 18:25:48	1.781	4.443
2019-11-27 18:26:49	1.792	4.483
2019-11-27 18:27:48	1.8	4.461
2019-11-27 18:28:49	1.739	4.426
2019-11-27 18:29:49	1.735	4.453
2019-11-27 18:30:48	1.788	4.429
2019-11-27 18:31:48	1.788	4.418
2019-11-27 18:32:48	1.733	4.405
2019-11-27 18:33:48	1.781	4.44
2019-11-27 18:34:48	1.773	4.421
2019-11-27 18:35:49	1.734	4.41
2019-11-27 18:36:49	1.742	4.392
2019-11-27 18:37:49	1.729	4.374
2019-11-27 18:38:49	1.739	4.359
2019-11-27 18:39:49	1.745	4.389
2019-11-27 18:40:48	1.641	4.382
2019-11-27 18:41:48	1.693	4.364
2019-11-27 18:42:49	1.705	4.352
2019-11-27 18:43:48	1.698	4.368
2019-11-27 18:44:48	1.707	4.359
2019-11-27 18:45:48	1.622	4.345
2019-11-27 18:46:49	1.68	4.33
2019-11-27 18:47:51	1.651	4.324
2019-11-27 18:48:48	1.682	4.305
2019-11-27 18:49:49	1.661	4.336
2019-11-27 18:50:48	1.683	4.337
2019-11-27 18:51:48	1.687	4.309
2019-11-27 18:52:48	1.692	4.322
2019-11-27 18:53:48	1.679	4.341
2019-11-27 18:54:48	1.635	4.354
2019-11-27 18:55:48	1.619	4.349
2019-11-27 18:56:49	1.682	4.304
2019-11-27 18:57:49	1.642	4.318
2019-11-27 18:58:49	1.602	4.305
2019-11-27 18:59:49	1.641	4.309
2019-11-27 19:00:48	1.63	4.257
2019-11-27 19:01:48	1.602	4.26
2019-11-27 19:02:48	1.619	4.262
2019-11-27 19:03:48	1.614	4.252
2019-11-27 19:04:48	1.605	4.28
2019-11-27 19:05:48	1.634	4.267
2019-11-27 19:06:48	1.631	4.273
2019-11-27 19:07:49	1.636	4.288
2019-11-27 19:08:49	1.614	4.296
2019-11-27 19:09:49	1.614	4.256
2019-11-27 19:10:48	1.578	4.246
2019-11-27 19:11:48	1.601	4.248
2019-11-27 19:12:49	1.613	4.245
2019-11-27 19:13:48	1.611	4.226
2019-11-27 19:14:48	1.628	4.24
2019-11-27 19:15:48	1.581	4.237
2019-11-27 19:16:48	1.579	4.234
2019-11-27 19:17:49	1.597	4.249
2019-11-27 19:18:49	1.588	4.222
2019-11-27 19:19:49	1.523	4.206
2019-11-27 19:20:48	1.546	4.204
2019-11-27 19:21:48	1.591	4.228
2019-11-27 19:22:48	1.545	4.238
2019-11-27 19:23:49	1.613	4.243
2019-11-27 19:24:48	1.555	4.255
2019-11-27 19:25:48	1.527	4.242
2019-11-27 19:26:48	1.584	4.245
2019-11-27 19:27:49	1.6	4.274
2019-11-27 19:28:48	1.567	4.235
2019-11-27 19:29:49	1.542	4.229
2019-11-27 19:30:48	1.561	4.217
2019-11-27 19:31:49	1.511	4.208
2019-11-27 19:32:48	1.552	4.204
2019-11-27 19:33:48	1.541	4.198
2019-11-27 19:34:49	1.55	4.199
2019-11-27 19:35:48	1.512	4.186
2019-11-27 19:36:48	1.536	4.18
2019-11-27 19:37:48	1.52	4.18
2019-11-27 19:38:49	1.506	4.176
2019-11-27 19:39:49	1.478	4.18
2019-11-27 19:40:48	1.512	4.16
2019-11-27 20:21:47	1.495	4.124
2019-11-27 20:22:47	1.454	4.167
2019-11-27 20:23:47	1.439	4.159
2019-11-27 20:24:47	1.497	4.156
2019-11-27 20:25:47	1.48	4.156
2019-11-27 20:26:47	1.448	4.165
2019-11-27 20:27:47	1.504	4.138
2019-11-27 20:28:47	1.464	4.141
2019-11-27 20:29:47	1.429	4.115
2019-11-27 20:30:47	1.472	4.132
2019-11-27 20:31:47	1.445	4.145
2019-11-27 20:32:47	1.474	4.128
2019-11-27 20:33:47	1.465	4.14
2019-11-27 20:34:47	1.481	4.147
2019-11-27 20:35:47	1.455	4.121
2019-11-27 20:36:47	1.488	4.123
2019-11-27 20:37:47	1.471	4.151
2019-11-27 20:38:47	1.497	4.137
2019-11-27 20:39:47	1.522	4.15
2019-11-27 20:40:47	1.472	4.147
2019-11-27 20:41:47	1.469	4.14
2019-11-27 20:42:47	1.494	4.161
2019-11-27 20:43:47	1.51	4.158
2019-11-27 20:44:47	1.46	4.136
2019-11-27 20:45:47	1.493	4.134
2019-11-27 20:46:47	1.461	4.155
2019-11-27 20:47:48	1.506	4.14
2019-11-27 20:48:48	1.499	4.185
2019-11-27 20:49:48	1.438	4.158
2019-11-27 20:50:47	1.47	4.149
2019-11-27 20:51:48	1.461	4.14
2019-11-27 20:52:48	1.472	4.155
2019-11-27 20:53:48	1.461	4.138
2019-11-27 20:54:48	1.501	4.162
2019-11-27 20:55:48	1.524	4.171
2019-11-27 20:56:48	1.468	4.165
2019-11-27 20:57:48	1.546	4.193
2019-11-27 20:58:48	1.497	4.191
2019-11-27 20:59:48	1.516	4.157
2019-11-27 21:00:48	1.495	4.144
2019-11-27 21:01:48	1.539	4.166
2019-11-27 21:02:48	1.528	4.182
2019-11-27 21:03:48	1.532	4.164
2019-11-27 21:04:47	1.55	4.18
2019-11-27 21:05:47	1.505	4.21
2019-11-27 21:06:47	1.479	4.188
2019-11-27 21:07:47	1.548	4.191
2019-11-27 21:08:47	1.54	4.203
2019-11-27 21:09:47	1.533	4.199
2019-11-27 21:10:47	1.516	4.201
2019-11-27 21:11:47	1.559	4.205
2019-11-27 21:12:47	1.555	4.192
2019-11-27 21:13:47	1.518	4.194
2019-11-27 21:14:47	1.547	4.191
2019-11-27 21:15:47	1.517	4.2
2019-11-27 21:16:47	1.498	4.217
2019-11-27 21:17:47	1.521	4.215
2019-11-27 21:18:47	1.473	4.212
2019-11-27 21:19:47	1.524	4.218
2019-11-27 21:20:47	1.577	4.19
2019-11-27 21:21:47	1.547	4.213
2019-11-27 21:22:47	1.573	4.239
2019-11-27 21:23:47	1.559	4.211
2019-11-27 21:24:47	1.549	4.202
2019-11-27 21:25:48	1.578	4.201
2019-11-27 21:26:47	1.531	4.223
2019-11-27 21:27:47	1.554	4.211
2019-11-27 21:28:47	1.58	4.2
2019-11-27 21:29:47	1.56	4.216
2019-11-27 21:30:47	1.576	4.232
2019-11-27 21:31:47	1.591	4.238
2019-11-27 21:32:47	1.563	4.235
2019-11-27 21:33:47	1.57	4.257
2019-11-27 21:34:47	1.585	4.265
2019-11-27 21:35:47	1.548	4.262
2019-11-27 21:36:47	1.604	4.256
2019-11-27 21:37:47	1.572	4.242
2019-11-27 21:38:47	1.542	4.217
2019-11-27 21:39:47	1.652	4.225
2019-11-27 21:40:47	1.615	4.273
2019-11-27 21:41:47	1.618	4.285
2019-11-27 21:42:47	1.622	4.297
2019-11-27 21:43:47	1.635	4.261
2019-11-27 21:44:47	1.548	4.261
2019-11-27 21:45:47	1.658	4.265
2019-11-27 21:46:47	1.608	4.28
2019-11-27 21:47:47	1.588	4.261
2019-11-27 21:48:47	1.645	4.284
2019-11-27 21:49:47	1.692	4.225
2019-11-27 21:50:47	1.638	4.318
2019-11-27 21:51:47	1.604	4.325
2019-11-27 21:52:47	1.68	4.291
2019-11-27 21:53:47	1.64	4.241
2019-11-27 21:54:47	1.608	4.317
2019-11-27 21:55:47	1.632	4.294
2019-11-27 21:56:47	1.686	4.277
2019-11-27 21:57:47	1.672	4.33
2019-11-27 21:58:47	1.629	4.315
2019-11-27 21:59:47	1.673	4.321
2019-11-27 22:00:47	1.667	4.358
2019-11-27 22:01:47	1.722	4.367
2019-11-27 22:02:47	1.661	4.338
2019-11-27 22:03:47	1.661	4.326
2019-11-27 22:04:47	1.706	4.327
2019-11-27 22:05:47	1.735	4.333
2019-11-27 22:06:47	1.716	4.338
2019-11-27 22:07:47	1.649	4.35
2019-11-27 22:08:47	1.727	4.339
2019-11-27 22:09:47	1.685	4.371
2019-11-27 22:10:47	1.701	4.401
2019-11-27 22:11:47	1.73	4.382
2019-11-27 22:12:47	1.742	4.39
2019-11-27 22:13:47	1.741	4.4
2019-11-27 22:14:47	1.752	4.42
2019-11-27 22:15:47	1.779	4.437
2019-11-27 22:16:47	1.718	4.403
2019-11-27 22:17:47	1.761	4.401
2019-11-27 22:18:47	1.801	4.417
2019-11-27 22:19:47	1.726	4.38
2019-11-27 22:20:47	1.781	4.399
2019-11-27 22:21:47	1.798	4.43
2019-11-27 22:22:47	1.761	4.4
2019-11-27 22:23:47	1.783	4.432
2019-11-27 22:24:47	1.781	4.435
2019-11-27 22:25:47	1.759	4.456
2019-11-27 22:26:47	1.768	4.451
2019-11-27 22:27:47	1.783	4.432
2019-11-27 22:28:47	1.768	4.481
2019-11-27 22:29:47	1.821	4.472
2019-11-27 22:30:47	1.804	4.455
2019-11-27 22:31:47	1.82	4.442
2019-11-27 22:32:47	1.823	4.476
2019-11-27 22:33:47	1.817	4.502
2019-11-27 22:34:47	1.748	4.478
2019-11-27 22:35:47	1.774	4.459
2019-11-27 22:36:47	1.851	4.489
2019-11-27 22:37:47	1.869	4.512
2019-11-27 22:38:47	1.865	4.502
2019-11-27 22:39:47	1.848	4.48
2019-11-27 22:40:47	1.816	4.503
2019-11-27 22:41:47	1.891	4.531
2019-11-27 22:42:47	1.863	4.524
2019-11-27 22:43:47	1.857	4.528
2019-11-27 22:44:47	1.885	4.55
2019-11-27 22:45:47	1.92	4.546
2019-11-27 22:46:47	1.885	4.565
2019-11-27 22:47:47	1.891	4.572
2019-11-27 22:48:47	1.928	4.564
2019-11-27 22:49:47	1.904	4.587
2019-11-27 22:50:47	1.917	4.556
2019-11-27 22:51:47	1.945	4.555
2019-11-27 22:52:47	1.961	4.607
2019-11-27 22:53:47	1.949	4.599
2019-11-27 22:54:47	1.943	4.586
2019-11-27 22:55:47	1.991	4.594
2019-11-27 22:56:47	1.928	4.608
2019-11-27 22:57:47	1.94	4.579
2019-11-27 22:58:47	1.937	4.582
2019-11-27 22:59:47	1.936	4.601
2019-11-27 23:00:47	1.912	4.601
2019-11-27 23:01:47	1.933	4.64
2019-11-27 23:02:47	1.971	4.637
2019-11-27 23:03:47	1.97	4.609
2019-11-27 23:04:47	1.953	4.606
2019-11-27 23:05:47	1.969	4.638
2019-11-27 23:06:47	2.001	4.652
2019-11-27 23:07:47	2.004	4.649
2019-11-27 23:08:47	1.997	4.676
2019-11-27 23:09:47	2.02	4.663
2019-11-27 23:10:47	2.051	4.692
2019-11-27 23:11:47	2.04	4.677
2019-11-27 23:12:47	2.043	4.684
2019-11-27 23:13:47	2.08	4.697
2019-11-27 23:14:47	2.067	4.707
2019-11-27 23:15:47	2.05	4.704
2019-11-27 23:16:47	2.063	4.696
2019-11-27 23:17:47	2.099	4.723
2019-11-27 23:18:47	2.092	4.738
2019-11-27 23:19:47	2.064	4.747
2019-11-27 23:20:47	2.025	4.741
2019-11-27 23:21:47	2.124	4.725
2019-11-27 23:22:47	2.068	4.733
2019-11-27 23:23:47	2.046	4.772
2019-11-27 23:24:47	2.08	4.762
2019-11-27 23:25:47	2.139	4.76
2019-11-27 23:26:47	2.115	4.748
2019-11-27 23:27:47	2.12	4.757
2019-11-27 23:28:47	2.111	4.775
2019-11-27 23:29:47	2.096	4.778
2019-11-27 23:30:47	2.133	4.768
2019-11-27 23:31:47	2.157	4.775
2019-11-27 23:32:47	2.152	4.814
2019-11-27 23:33:47	2.167	4.794
2019-11-27 23:34:47	2.189	4.811
2019-11-27 23:35:47	2.185	4.793
2019-11-27 23:36:47	2.146	4.812
2019-11-27 23:37:47	2.156	4.826
2019-11-27 23:38:47	2.148	4.877
2019-11-27 23:39:47	2.212	4.85
2019-11-27 23:40:47	2.152	4.849
2019-11-27 23:41:47	2.22	4.867
2019-11-27 23:42:47	2.211	4.877
2019-11-27 23:43:47	2.233	4.863
2019-11-27 23:44:47	2.219	4.872
2019-11-27 23:45:47	2.207	4.865
2019-11-27 23:46:47	2.228	4.881
2019-11-27 23:47:47	2.266	4.889
2019-11-27 23:48:47	2.296	4.916
2019-11-27 23:49:47	2.256	4.913
2019-11-27 23:50:47	2.232	4.907
2019-11-27 23:51:47	2.3	4.932
2019-11-27 23:52:47	2.307	4.945
2019-11-27 23:53:47	2.261	4.965
2019-11-27 23:54:47	2.283	4.91
2019-11-27 23:55:47	2.264	4.918
2019-11-27 23:56:47	2.295	4.937
2019-11-27 23:57:47	2.33	4.967
2019-11-27 23:58:47	2.31	4.953
2019-11-27 23:59:47	2.317	4.966
